"iso2_l1","iso2_l2","rho","family1","family2","comparison_count","name_l1","name_l2"
"az","ko",0.233343248936732,"Turkic","Koreanic",760,"Azerbaijani","Korean"
"az","lbe",0.110570366377772,"Turkic","Nakh-Daghestanian",164,"Azerbaijani","Lak"
"az","lez",0.16376449908957,"Turkic","Nakh-Daghestanian",528,"Azerbaijani","Lezgian"
"az","ml",0.25066749220943,"Turkic","Dravidian",766,"Azerbaijani","Malayalam"
"az","mn",0.20490999154854,"Turkic","Mongolic",1056,"Azerbaijani","Mongolian"
"az","sah",0.172129739029181,"Turkic","Turkic",746,"Azerbaijani","Sakha"
"az","ta",0.254063653083585,"Turkic","Dravidian",727,"Azerbaijani","Tamil"
"az","te",0.228523161062627,"Turkic","Dravidian",684,"Azerbaijani","Telugu"
"az","tt",0.224002202457814,"Turkic","Turkic",910,"Azerbaijani","Tatar"
"az","uz",0.26693413379369,"Turkic","Turkic",539,"Azerbaijani","Uzbek"
"az","xal",0.0704546224561755,"Turkic","Mongolic",304,"Azerbaijani","Kalmyk"
"az","zh",0.197829826963207,"Turkic","Sino-Tibetan",900,"Azerbaijani","Chinese"
"ba","ab",0.0729364764748543,"Turkic","Abkhaz-Adyge",131,"Bashkir","Abkhazian"
"ba","ar",0.200706678365118,"Turkic","Afro-Asiatic",933,"Bashkir","Arabic"
"ba","av",0.156355702626929,"Turkic","Nakh-Daghestanian",405,"Bashkir","Avar"
"ba","ce",0.141274182406898,"Turkic","Nakh-Daghestanian",662,"Bashkir","Chechen"
"ba","cv",0.187925088136568,"Turkic","Turkic",290,"Bashkir","Chuvash"
"ba","eu",0.226068827964135,"Turkic","Basque",934,"Bashkir","Basque"
"ba","he",0.177017868854943,"Turkic","Afro-Asiatic",882,"Bashkir","Hebrew"
"ba","ja",0.13217524589038,"Turkic","Japonic",777,"Bashkir","Japanese"
"ba","ka",0.220928746839503,"Turkic","Kartvelian",884,"Bashkir","Georgian"
"ba","kn",0.189344544778772,"Turkic","Dravidian",694,"Bashkir","Kannada"
"ba","ko",0.173123083261373,"Turkic","Koreanic",702,"Bashkir","Korean"
"ba","lbe",0.099909491935924,"Turkic","Nakh-Daghestanian",167,"Bashkir","Lak"
"ba","lez",0.156072666754141,"Turkic","Nakh-Daghestanian",525,"Bashkir","Lezgian"
"ba","ml",0.207454184708293,"Turkic","Dravidian",713,"Bashkir","Malayalam"
"ba","mn",0.186056780412727,"Turkic","Mongolic",979,"Bashkir","Mongolian"
"ba","sah",0.155049071200359,"Turkic","Turkic",683,"Bashkir","Sakha"
"ba","ta",0.189698298630864,"Turkic","Dravidian",670,"Bashkir","Tamil"
"ba","te",0.202979352973935,"Turkic","Dravidian",636,"Bashkir","Telugu"
"ba","tt",0.287799698506518,"Turkic","Turkic",875,"Bashkir","Tatar"
"ba","xal",0.0641517425651933,"Turkic","Mongolic",283,"Bashkir","Kalmyk"
"ba","zh",0.137779504182295,"Turkic","Sino-Tibetan",833,"Bashkir","Chinese"
"be","ab",0.105457122136151,"Indo-European","Abkhaz-Adyge",136,"Belarusian","Abkhazian"
"be","ar",0.273021475860329,"Indo-European","Afro-Asiatic",1004,"Belarusian","Arabic"
"be","av",0.194092674509296,"Indo-European","Nakh-Daghestanian",418,"Belarusian","Avar"
"be","az",0.269095223463678,"Indo-European","Turkic",932,"Belarusian","Azerbaijani"
"be","ba",0.233356413017961,"Indo-European","Turkic",863,"Belarusian","Bashkir"
"be","br",0.229096716331757,"Indo-European","Indo-European",732,"Belarusian","Breton"
"be","ca",0.323004802857764,"Indo-European","Indo-European",930,"Belarusian","Catalan"
"be","ce",0.159246779300849,"Indo-European","Nakh-Daghestanian",697,"Belarusian","Chechen"
"be","cv",0.198222831443051,"Indo-European","Turkic",319,"Belarusian","Chuvash"
"be","cy",0.204561136893447,"Indo-European","Indo-European",916,"Belarusian","Welsh"
"be","da",0.302119572999507,"Indo-European","Indo-European",951,"Belarusian","Danish"
"be","de",0.300793898868682,"Indo-European","Indo-European",436,"Belarusian","German"
"be","en",0.305110276174789,"Indo-European","Indo-European",894,"Belarusian","English"
"be","es",0.333640874845602,"Indo-European","Indo-European",1059,"Belarusian","Spanish"
"be","eu",0.284127041732665,"Indo-European","Basque",1013,"Belarusian","Basque"
"be","fr",0.312367552196128,"Indo-European","Indo-European",1046,"Belarusian","French"
"be","ga",0.194327797351868,"Indo-European","Indo-European",894,"Belarusian","Irish"
"be","he",0.231111794240501,"Indo-European","Afro-Asiatic",952,"Belarusian","Hebrew"
"be","is",0.224595934801411,"Indo-European","Indo-European",932,"Belarusian","Icelandic"
"be","it",0.328677493012279,"Indo-European","Indo-European",1012,"Belarusian","Italian"
"be","ja",0.21316326103991,"Indo-European","Japonic",834,"Belarusian","Japanese"
"be","ka",0.303731997717809,"Indo-European","Kartvelian",945,"Belarusian","Georgian"
"be","kk",0.25723519184948,"Indo-European","Turkic",1037,"Belarusian","Kazakh"
"be","kn",0.24752335854936,"Indo-European","Dravidian",741,"Belarusian","Kannada"
"be","ko",0.2439092735009,"Indo-European","Koreanic",748,"Belarusian","Korean"
"be","la",0.187169942180892,"Indo-European","Indo-European",923,"Belarusian","Latin"
"be","lbe",0.099576580942275,"Indo-European","Nakh-Daghestanian",162,"Belarusian","Lak"
"be","lez",0.188171486231933,"Indo-European","Nakh-Daghestanian",531,"Belarusian","Lezgian"
"be","lt",0.328742304293429,"Indo-European","Indo-European",1103,"Belarusian","Lithuanian"
"be","ml",0.275950700243537,"Indo-European","Dravidian",761,"Belarusian","Malayalam"
"be","mn",0.214668459007423,"Indo-European","Mongolic",1027,"Belarusian","Mongolian"
"be","nl",0.3095446950031,"Indo-European","Indo-European",1074,"Belarusian","Dutch"
"be","no",0.288894139193157,"Indo-European","Indo-European",981,"Belarusian","Norwegian (Bokmål)"
"be","pt",0.304375284275896,"Indo-European","Indo-European",1064,"Belarusian","Portuguese"
"be","ro",0.284035285473039,"Indo-European","Indo-European",1105,"Belarusian","Romanian"
"be","ru",0.412748358376126,"Indo-European","Indo-European",974,"Belarusian","Russian"
"be","sah",0.170148127064627,"Indo-European","Turkic",730,"Belarusian","Sakha"
"be","sv",0.284870641483126,"Indo-European","Indo-European",1021,"Belarusian","Swedish"
"be","ta",0.263580546666374,"Indo-European","Dravidian",714,"Belarusian","Tamil"
"be","te",0.257161914643716,"Indo-European","Dravidian",679,"Belarusian","Telugu"
"be","tr",0.298540105908988,"Indo-European","Turkic",1084,"Belarusian","Turkish"
"be","tt",0.225177982596746,"Indo-European","Turkic",908,"Belarusian","Tatar"
"be","uz",0.253838211345234,"Indo-European","Turkic",514,"Belarusian","Uzbek"
"be","xal",0.0610463189867749,"Indo-European","Mongolic",291,"Belarusian","Kalmyk"
"be","zh",0.21178913942769,"Indo-European","Sino-Tibetan",898,"Belarusian","Chinese"
"bg","ab",0.10627779411083,"Indo-European","Abkhaz-Adyge",151,"Bulgarian","Abkhazian"
"bg","ar",0.285498914871149,"Indo-European","Afro-Asiatic",1085,"Bulgarian","Arabic"
"bg","av",0.178186942270575,"Indo-European","Nakh-Daghestanian",444,"Bulgarian","Avar"
"bg","az",0.291176552436614,"Indo-European","Turkic",1011,"Bulgarian","Azerbaijani"
"bg","ba",0.225321242501198,"Indo-European","Turkic",928,"Bulgarian","Bashkir"
"bg","be",0.31389191966298,"Indo-European","Indo-European",1014,"Bulgarian","Belarusian"
"bg","br",0.229292101617698,"Indo-European","Indo-European",815,"Bulgarian","Breton"
"bg","ca",0.33545527406131,"Indo-European","Indo-European",1043,"Bulgarian","Catalan"
"bg","ce",0.171643898596902,"Indo-European","Nakh-Daghestanian",745,"Bulgarian","Chechen"
"bg","cs",0.353255920674153,"Indo-European","Indo-European",1125,"Bulgarian","Czech"
"bg","cv",0.188967697138181,"Indo-European","Turkic",344,"Bulgarian","Chuvash"
"bg","cy",0.214749251549355,"Indo-European","Indo-European",1014,"Bulgarian","Welsh"
"bg","da",0.316710905852882,"Indo-European","Indo-European",1050,"Bulgarian","Danish"
"bg","de",0.321402724520553,"Indo-European","Indo-European",459,"Bulgarian","German"
"bg","en",0.316780117219161,"Indo-European","Indo-European",991,"Bulgarian","English"
"bg","es",0.345782877489545,"Indo-European","Indo-European",1154,"Bulgarian","Spanish"
"bg","eu",0.287872678678105,"Indo-European","Basque",1110,"Bulgarian","Basque"
"bg","fr",0.321612989106685,"Indo-European","Indo-European",1180,"Bulgarian","French"
"bg","ga",0.193481931232313,"Indo-European","Indo-European",1002,"Bulgarian","Irish"
"bg","he",0.247614424047797,"Indo-European","Afro-Asiatic",1035,"Bulgarian","Hebrew"
"bg","hr",0.317384683197877,"Indo-European","Indo-European",1202,"Bulgarian","Croatian"
"bg","is",0.233534965705511,"Indo-European","Indo-European",1038,"Bulgarian","Icelandic"
"bg","it",0.336767733953884,"Indo-European","Indo-European",1094,"Bulgarian","Italian"
"bg","ja",0.221699165431107,"Indo-European","Japonic",898,"Bulgarian","Japanese"
"bg","ka",0.29855819429579,"Indo-European","Kartvelian",1046,"Bulgarian","Georgian"
"bg","kk",0.263354412110159,"Indo-European","Turkic",1123,"Bulgarian","Kazakh"
"bg","kn",0.260127767027153,"Indo-European","Dravidian",812,"Bulgarian","Kannada"
"bg","ko",0.257188364370477,"Indo-European","Koreanic",810,"Bulgarian","Korean"
"bg","la",0.209275980774691,"Indo-European","Indo-European",1004,"Bulgarian","Latin"
"bg","lbe",0.0843646318174998,"Indo-European","Nakh-Daghestanian",173,"Bulgarian","Lak"
"bg","lez",0.175671532541774,"Indo-European","Nakh-Daghestanian",584,"Bulgarian","Lezgian"
"bg","lt",0.312800970799632,"Indo-European","Indo-European",1208,"Bulgarian","Lithuanian"
"bg","ml",0.263025955682072,"Indo-European","Dravidian",848,"Bulgarian","Malayalam"
"bg","mn",0.224115437553013,"Indo-European","Mongolic",1107,"Bulgarian","Mongolian"
"bg","nl",0.317715659148478,"Indo-European","Indo-European",1184,"Bulgarian","Dutch"
"bg","no",0.305003946148449,"Indo-European","Indo-European",1088,"Bulgarian","Norwegian (Bokmål)"
"bg","pl",0.351795089269364,"Indo-European","Indo-European",1105,"Bulgarian","Polish"
"bg","pt",0.318294283144218,"Indo-European","Indo-European",1186,"Bulgarian","Portuguese"
"bg","ro",0.293537596975396,"Indo-European","Indo-European",1255,"Bulgarian","Romanian"
"bg","ru",0.36230264575067,"Indo-European","Indo-European",1047,"Bulgarian","Russian"
"bg","sah",0.179663897708324,"Indo-European","Turkic",803,"Bulgarian","Sakha"
"bg","sk",0.314795129628556,"Indo-European","Indo-European",1149,"Bulgarian","Slovak"
"bg","sv",0.294607169829501,"Indo-European","Indo-European",1129,"Bulgarian","Swedish"
"bg","ta",0.272355962131423,"Indo-European","Dravidian",790,"Bulgarian","Tamil"
"bg","te",0.278692960681533,"Indo-European","Dravidian",743,"Bulgarian","Telugu"
"bg","tr",0.308972440931379,"Indo-European","Turkic",1186,"Bulgarian","Turkish"
"bg","tt",0.229530626459615,"Indo-European","Turkic",974,"Bulgarian","Tatar"
"bg","uk",0.360785340064329,"Indo-European","Indo-European",1056,"Bulgarian","Ukrainian"
"bg","uz",0.268349640624338,"Indo-European","Turkic",591,"Bulgarian","Uzbek"
"bg","xal",0.0718584774883571,"Indo-European","Mongolic",317,"Bulgarian","Kalmyk"
"bg","zh",0.235200194436849,"Indo-European","Sino-Tibetan",970,"Bulgarian","Chinese"
"bn","ab",0.032035903826435,"Indo-European","Abkhaz-Adyge",106,"Bengali","Abkhazian"
"bn","ar",0.248755598039757,"Indo-European","Afro-Asiatic",715,"Bengali","Arabic"
"bn","av",0.124533396202584,"Indo-European","Nakh-Daghestanian",323,"Bengali","Avar"
"bn","az",0.244888256344734,"Indo-European","Turkic",691,"Bengali","Azerbaijani"
"bn","ba",0.191131212445914,"Indo-European","Turkic",641,"Bengali","Bashkir"
"bn","be",0.269702741023331,"Indo-European","Indo-European",678,"Bengali","Belarusian"
"bn","bg",0.268044387946476,"Indo-European","Indo-European",755,"Bengali","Bulgarian"
"bn","br",0.199785421572561,"Indo-European","Indo-European",541,"Bengali","Breton"
"bn","ca",0.28561074279085,"Indo-European","Indo-European",690,"Bengali","Catalan"
"bn","ce",0.128119631235109,"Indo-European","Nakh-Daghestanian",518,"Bengali","Chechen"
"bn","cs",0.301384078749418,"Indo-European","Indo-European",740,"Bengali","Czech"
"bn","cv",0.165188678324517,"Indo-European","Turkic",245,"Bengali","Chuvash"
"bn","cy",0.179781878171267,"Indo-European","Indo-European",671,"Bengali","Welsh"
"bn","da",0.276106677226262,"Indo-European","Indo-European",693,"Bengali","Danish"
"bn","de",0.301752135024691,"Indo-European","Indo-European",256,"Bengali","German"
"bn","el",0.275500772719674,"Indo-European","Indo-European",683,"Bengali","Greek"
"bn","en",0.275554259096621,"Indo-European","Indo-European",656,"Bengali","English"
"bn","es",0.307377591657689,"Indo-European","Indo-European",759,"Bengali","Spanish"
"bn","eu",0.273395526220072,"Indo-European","Basque",749,"Bengali","Basque"
"bn","fa",0.279272473817621,"Indo-European","Indo-European",741,"Bengali","Persian"
"bn","fr",0.287707104936023,"Indo-European","Indo-European",777,"Bengali","French"
"bn","ga",0.156120518900747,"Indo-European","Indo-European",697,"Bengali","Irish"
"bn","he",0.212149311962995,"Indo-European","Afro-Asiatic",691,"Bengali","Hebrew"
"bn","hi",0.296490124307777,"Indo-European","Indo-European",919,"Bengali","Hindi"
"bn","hr",0.27376389330291,"Indo-European","Indo-European",790,"Bengali","Croatian"
"bn","hy",0.253437516224381,"Indo-European","Indo-European",700,"Bengali","Armenian"
"bn","is",0.19651997705709,"Indo-European","Indo-European",692,"Bengali","Icelandic"
"bn","it",0.303130401007227,"Indo-European","Indo-European",739,"Bengali","Italian"
"bn","ja",0.168017479027748,"Indo-European","Japonic",629,"Bengali","Japanese"
"bn","ka",0.256570887764064,"Indo-European","Kartvelian",723,"Bengali","Georgian"
"bn","kk",0.229368489307038,"Indo-European","Turkic",760,"Bengali","Kazakh"
"bn","kn",0.24511444372801,"Indo-European","Dravidian",599,"Bengali","Kannada"
"bn","ko",0.212852507612747,"Indo-European","Koreanic",571,"Bengali","Korean"
"bn","ku",0.142908199193605,"Indo-European","Indo-European",530,"Bengali","Kurdish (Kurmanji)"
"bn","la",0.179588209210905,"Indo-European","Indo-European",670,"Bengali","Latin"
"bn","lbe",0.0791342351794779,"Indo-European","Nakh-Daghestanian",145,"Bengali","Lak"
"bn","lez",0.13279195898912,"Indo-European","Nakh-Daghestanian",420,"Bengali","Lezgian"
"bn","lt",0.269106979409666,"Indo-European","Indo-European",776,"Bengali","Lithuanian"
"bn","ml",0.240301477371263,"Indo-European","Dravidian",600,"Bengali","Malayalam"
"bn","mn",0.209071904151708,"Indo-European","Mongolic",756,"Bengali","Mongolian"
"bn","nl",0.291152395755351,"Indo-European","Indo-European",777,"Bengali","Dutch"
"bn","no",0.2652285151431,"Indo-European","Indo-European",714,"Bengali","Norwegian (Bokmål)"
"bn","os",0.156088150880693,"Indo-European","Indo-European",330,"Bengali","Ossetian"
"bn","pl",0.297026959258544,"Indo-European","Indo-European",729,"Bengali","Polish"
"bn","ps",0.156782635218256,"Indo-European","Indo-European",577,"Bengali","Pashto"
"bn","pt",0.280730810352093,"Indo-European","Indo-European",773,"Bengali","Portuguese"
"bn","ro",0.257159696008778,"Indo-European","Indo-European",819,"Bengali","Romanian"
"bn","ru",0.2916821334533,"Indo-European","Indo-European",695,"Bengali","Russian"
"bn","sah",0.127740646179033,"Indo-European","Turkic",577,"Bengali","Sakha"
"bn","sk",0.263421295943584,"Indo-European","Indo-European",762,"Bengali","Slovak"
"bn","sq",0.228457281849249,"Indo-European","Indo-European",695,"Bengali","Albanian"
"bn","sv",0.261726610988617,"Indo-European","Indo-European",741,"Bengali","Swedish"
"bn","ta",0.252899085856868,"Indo-European","Dravidian",556,"Bengali","Tamil"
"bn","te",0.233919373317947,"Indo-European","Dravidian",530,"Bengali","Telugu"
"bn","tr",0.289123662470364,"Indo-European","Turkic",800,"Bengali","Turkish"
"bn","tt",0.192820713059931,"Indo-European","Turkic",674,"Bengali","Tatar"
"bn","uk",0.297039311707047,"Indo-European","Indo-European",705,"Bengali","Ukrainian"
"bn","uz",0.209779137747907,"Indo-European","Turkic",428,"Bengali","Uzbek"
"bn","xal",0.0389474956897405,"Indo-European","Mongolic",245,"Bengali","Kalmyk"
"bn","zh",0.180233274438516,"Indo-European","Sino-Tibetan",652,"Bengali","Chinese"
"br","ab",0.0806535153790894,"Indo-European","Abkhaz-Adyge",113,"Breton","Abkhazian"
"br","ar",0.203572803502526,"Indo-European","Afro-Asiatic",811,"Breton","Arabic"
"br","av",0.136775063216187,"Indo-European","Nakh-Daghestanian",341,"Breton","Avar"
"br","az",0.222708703172559,"Indo-European","Turkic",760,"Breton","Azerbaijani"
"br","ba",0.186106184348389,"Indo-European","Turkic",683,"Breton","Bashkir"
"br","ca",0.25331588350395,"Indo-European","Indo-European",767,"Breton","Catalan"
"br","ce",0.128097630303653,"Indo-European","Nakh-Daghestanian",555,"Breton","Chechen"
"br","cv",0.137937812992529,"Indo-European","Turkic",247,"Breton","Chuvash"
"br","es",0.282590068319737,"Indo-European","Indo-European",870,"Breton","Spanish"
"br","eu",0.231904545531858,"Indo-European","Basque",804,"Breton","Basque"
"br","fr",0.274857539135242,"Indo-European","Indo-European",882,"Breton","French"
"br","he",0.168456505535398,"Indo-European","Afro-Asiatic",753,"Breton","Hebrew"
"br","it",0.271830948889119,"Indo-European","Indo-European",828,"Breton","Italian"
"br","ja",0.155016919565285,"Indo-European","Japonic",675,"Breton","Japanese"
"br","ka",0.222257587000397,"Indo-European","Kartvelian",746,"Breton","Georgian"
"br","kk",0.206684991436755,"Indo-European","Turkic",834,"Breton","Kazakh"
"br","kn",0.180568637230479,"Indo-European","Dravidian",601,"Breton","Kannada"
"br","ko",0.177902357346723,"Indo-European","Koreanic",608,"Breton","Korean"
"br","la",0.171794238495299,"Indo-European","Indo-European",733,"Breton","Latin"
"br","lbe",0.0880285424807616,"Indo-European","Nakh-Daghestanian",134,"Breton","Lak"
"br","lez",0.14191136907958,"Indo-European","Nakh-Daghestanian",440,"Breton","Lezgian"
"br","ml",0.202212923876986,"Indo-European","Dravidian",615,"Breton","Malayalam"
"br","mn",0.188154382209568,"Indo-European","Mongolic",815,"Breton","Mongolian"
"br","pt",0.259510919217631,"Indo-European","Indo-European",891,"Breton","Portuguese"
"br","ro",0.237623688815488,"Indo-European","Indo-European",915,"Breton","Romanian"
"br","sah",0.122656359950473,"Indo-European","Turkic",586,"Breton","Sakha"
"br","ta",0.208271919081649,"Indo-European","Dravidian",578,"Breton","Tamil"
"br","te",0.193451017227902,"Indo-European","Dravidian",534,"Breton","Telugu"
"br","tr",0.241184875497268,"Indo-European","Turkic",886,"Breton","Turkish"
"br","tt",0.173588745659622,"Indo-European","Turkic",726,"Breton","Tatar"
"br","uz",0.174551587129961,"Indo-European","Turkic",421,"Breton","Uzbek"
"br","xal",0.060416774654439,"Indo-European","Mongolic",240,"Breton","Kalmyk"
"br","zh",0.148989379897841,"Indo-European","Sino-Tibetan",722,"Breton","Chinese"
"ca","ab",0.0827040986811562,"Indo-European","Abkhaz-Adyge",135,"Catalan","Abkhazian"
"ca","ar",0.287049949108081,"Indo-European","Afro-Asiatic",1078,"Catalan","Arabic"
"ca","av",0.184477641843265,"Indo-European","Nakh-Daghestanian",409,"Catalan","Avar"
"ca","az",0.289137126465375,"Indo-European","Turkic",946,"Catalan","Azerbaijani"
"ca","ba",0.2378173732768,"Indo-European","Turkic",870,"Catalan","Bashkir"
"ca","ce",0.177080657406377,"Indo-European","Nakh-Daghestanian",724,"Catalan","Chechen"
"ca","cv",0.1824060092184,"Indo-European","Turkic",320,"Catalan","Chuvash"
"ca","es",0.436378773314363,"Indo-European","Indo-European",1186,"Catalan","Spanish"
"ca","eu",0.312979202861457,"Indo-European","Basque",1036,"Catalan","Basque"
"ca","he",0.259526142083233,"Indo-European","Afro-Asiatic",1004,"Catalan","Hebrew"
"ca","it",0.392453287204764,"Indo-European","Indo-European",1102,"Catalan","Italian"
"ca","ja",0.247375556319973,"Indo-European","Japonic",901,"Catalan","Japanese"
"ca","ka",0.30463915779054,"Indo-European","Kartvelian",939,"Catalan","Georgian"
"ca","kk",0.278910215951006,"Indo-European","Turkic",1073,"Catalan","Kazakh"
"ca","kn",0.266966918892636,"Indo-European","Dravidian",761,"Catalan","Kannada"
"ca","ko",0.260740131644756,"Indo-European","Koreanic",765,"Catalan","Korean"
"ca","lbe",0.0985132705269072,"Indo-European","Nakh-Daghestanian",150,"Catalan","Lak"
"ca","lez",0.186123746621212,"Indo-European","Nakh-Daghestanian",528,"Catalan","Lezgian"
"ca","ml",0.278384955480833,"Indo-European","Dravidian",774,"Catalan","Malayalam"
"ca","mn",0.229759966924722,"Indo-European","Mongolic",1043,"Catalan","Mongolian"
"ca","pt",0.367459914595884,"Indo-European","Indo-European",1205,"Catalan","Portuguese"
"ca","ro",0.306672445090621,"Indo-European","Indo-European",1216,"Catalan","Romanian"
"ca","sah",0.188940422928435,"Indo-European","Turkic",722,"Catalan","Sakha"
"ca","ta",0.282201727971734,"Indo-European","Dravidian",729,"Catalan","Tamil"
"ca","te",0.277383236841644,"Indo-European","Dravidian",698,"Catalan","Telugu"
"ca","tr",0.313704376453783,"Indo-European","Turkic",1120,"Catalan","Turkish"
"ca","tt",0.233362459465292,"Indo-European","Turkic",917,"Catalan","Tatar"
"ca","uz",0.264385787686942,"Indo-European","Turkic",507,"Catalan","Uzbek"
"ca","xal",0.0837679501265222,"Indo-European","Mongolic",285,"Catalan","Kalmyk"
"ca","zh",0.245616113524311,"Indo-European","Sino-Tibetan",952,"Catalan","Chinese"
"ce","ar",0.151207282209479,"Nakh-Daghestanian","Afro-Asiatic",778,"Chechen","Arabic"
"ce","he",0.126067000643247,"Nakh-Daghestanian","Afro-Asiatic",736,"Chechen","Hebrew"
"ce","zh",0.0687003365964108,"Nakh-Daghestanian","Sino-Tibetan",698,"Chechen","Chinese"
"cs","ab",0.12632019798005,"Indo-European","Abkhaz-Adyge",146,"Czech","Abkhazian"
"cs","ar",0.298103995163114,"Indo-European","Afro-Asiatic",1116,"Czech","Arabic"
"cs","av",0.201143929774487,"Indo-European","Nakh-Daghestanian",435,"Czech","Avar"
"cs","az",0.311214114213492,"Indo-European","Turkic",1006,"Czech","Azerbaijani"
"cs","ba",0.24616560336552,"Indo-European","Turkic",928,"Czech","Bashkir"
"cs","be",0.355511816894051,"Indo-European","Indo-European",998,"Czech","Belarusian"
"cs","br",0.251101556059351,"Indo-European","Indo-European",795,"Czech","Breton"
"cs","ca",0.354131594216214,"Indo-European","Indo-European",1064,"Czech","Catalan"
"cs","ce",0.189183156915989,"Indo-European","Nakh-Daghestanian",756,"Czech","Chechen"
"cs","cv",0.189994764625577,"Indo-European","Turkic",347,"Czech","Chuvash"
"cs","cy",0.22967031314989,"Indo-European","Indo-European",1034,"Czech","Welsh"
"cs","da",0.350349045824329,"Indo-European","Indo-European",1078,"Czech","Danish"
"cs","de",0.364021654458306,"Indo-European","Indo-European",512,"Czech","German"
"cs","en",0.345799496778198,"Indo-European","Indo-European",1013,"Czech","English"
"cs","es",0.375536338298822,"Indo-European","Indo-European",1197,"Czech","Spanish"
"cs","eu",0.312433301955309,"Indo-European","Basque",1100,"Czech","Basque"
"cs","fr",0.355947128916919,"Indo-European","Indo-European",1194,"Czech","French"
"cs","ga",0.214495279283707,"Indo-European","Indo-European",982,"Czech","Irish"
"cs","he",0.267938646173687,"Indo-European","Afro-Asiatic",1064,"Czech","Hebrew"
"cs","is",0.249333753982106,"Indo-European","Indo-European",1052,"Czech","Icelandic"
"cs","it",0.371112254593019,"Indo-European","Indo-European",1126,"Czech","Italian"
"cs","ja",0.246837869513592,"Indo-European","Japonic",935,"Czech","Japanese"
"cs","ka",0.325450190995067,"Indo-European","Kartvelian",1030,"Czech","Georgian"
"cs","kk",0.280582991713122,"Indo-European","Turkic",1133,"Czech","Kazakh"
"cs","kn",0.284198760693258,"Indo-European","Dravidian",813,"Czech","Kannada"
"cs","ko",0.279031006887943,"Indo-European","Koreanic",817,"Czech","Korean"
"cs","la",0.221883603271899,"Indo-European","Indo-European",989,"Czech","Latin"
"cs","lbe",0.100968980542846,"Indo-European","Nakh-Daghestanian",167,"Czech","Lak"
"cs","lez",0.201309955511016,"Indo-European","Nakh-Daghestanian",568,"Czech","Lezgian"
"cs","lt",0.347443361496321,"Indo-European","Indo-European",1223,"Czech","Lithuanian"
"cs","ml",0.298977184699247,"Indo-European","Dravidian",828,"Czech","Malayalam"
"cs","mn",0.240828816058936,"Indo-European","Mongolic",1110,"Czech","Mongolian"
"cs","nl",0.34992305167316,"Indo-European","Indo-European",1223,"Czech","Dutch"
"cs","no",0.343096482436224,"Indo-European","Indo-European",1114,"Czech","Norwegian (Bokmål)"
"cs","pl",0.406850597443789,"Indo-European","Indo-European",1128,"Czech","Polish"
"cs","pt",0.346221184383347,"Indo-European","Indo-European",1225,"Czech","Portuguese"
"cs","ro",0.31280509448201,"Indo-European","Indo-European",1263,"Czech","Romanian"
"cs","ru",0.407988673634202,"Indo-European","Indo-European",1072,"Czech","Russian"
