"l1","l2","IDS_SEMANTICFIELD_l1","local_alignment","comparison_count"
"ar","he","Agriculture and vegetation",0.153986051705987,1
"ar","he","Animals",0.210431635264401,1
"ar","he","Basic actions and technology",0.171221061111628,1
"ar","he","Clothing and grooming",0.292071297120679,1
"ar","he","Cognition",0.195851388227346,1
"ar","he","Emotions and values",0.214241999870554,1
"ar","he","Food and drink",0.215668951231151,1
"ar","he","Kinship",0.332037238946128,1
"ar","he","Miscellaneous function words",0.327168777015556,1
"ar","he","Modern world",0.186082249927997,1
"ar","he","Motion",0.216412221691665,1
"ar","he","Possession",0.241792406740618,1
"ar","he","Quantity",0.506991418825516,1
"ar","he","Sense perception",0.236406867118436,1
"ar","he","Social and political relations",0.160594074075083,1
"ar","he","Spatial relations",0.224914785521263,1
"ar","he","Speech and language",0.203089281786839,1
"ar","he","The body",0.185686941473167,1
"ar","he","The house",0.157144281400621,1
"ar","he","The physical world",0.261328943687851,1
"ar","he","Time",0.45070134957852,1
"ar","zh","Agriculture and vegetation",0.122933404498999,1
"ar","zh","Animals",0.185777821907454,1
"ar","zh","Basic actions and technology",0.130461007167119,1
"ar","zh","Clothing and grooming",0.210716810622704,1
"ar","zh","Cognition",0.156323060771507,1
"ar","zh","Emotions and values",0.176735621614908,1
"ar","zh","Food and drink",0.231036108861213,1
"ar","zh","Kinship",0.334401212785734,1
"ar","zh","Miscellaneous function words",0.27002418388086,1
"ar","zh","Modern world",0.150715900829367,1
"ar","zh","Motion",0.131606425485202,1
"ar","zh","Possession",0.15485509384724,1
"ar","zh","Quantity",0.408166985243341,1
"ar","zh","Sense perception",0.197051548404727,1
"ar","zh","Social and political relations",0.147452063969893,1
"ar","zh","Spatial relations",0.151031318285342,1
"ar","zh","Speech and language",0.208667946853311,1
"ar","zh","The body",0.152369104787077,1
"ar","zh","The house",0.0924908941268096,1
"ar","zh","The physical world",0.196914478314261,1
"ar","zh","Time",0.414432232490719,1
"az","ar","Agriculture and vegetation",0.21294666008517,1
"az","ar","Animals",0.254188838854336,1
"az","ar","Basic actions and technology",0.158632720493983,1
"az","ar","Clothing and grooming",0.257170623480544,1
"az","ar","Cognition",0.195894900633757,1
"az","ar","Emotions and values",0.237452611753809,1
"az","ar","Food and drink",0.28732397763539,1
"az","ar","Kinship",0.408600760783914,1
"az","ar","Miscellaneous function words",0.382214364031095,1
"az","ar","Modern world",0.182310300491931,1
"az","ar","Motion",0.17200764837763,1
"az","ar","Possession",0.190245577859501,1
"az","ar","Quantity",0.505119188177473,1
"az","ar","Sense perception",0.299437110593454,1
"az","ar","Social and political relations",0.219410061919537,1
"az","ar","Spatial relations",0.234934181918614,1
"az","ar","Speech and language",0.242640541474304,1
"az","ar","The body",0.195308975659665,1
"az","ar","The house",0.139057054279083,1
"az","ar","The physical world",0.259483096472204,1
"az","ar","Time",0.319704721986277,1
"az","eu","Agriculture and vegetation",0.262003113596455,1
"az","eu","Animals",0.302527747483696,1
"az","eu","Basic actions and technology",0.183699941885345,1
"az","eu","Clothing and grooming",0.215510689508224,1
"az","eu","Cognition",0.287492179227683,1
"az","eu","Emotions and values",0.236914980821373,1
"az","eu","Food and drink",0.236883691313935,1
"az","eu","Kinship",0.428304122792272,1
"az","eu","Miscellaneous function words",0.320307599738511,1
"az","eu","Modern world",0.240811587969612,1
"az","eu","Motion",0.186343093789131,1
"az","eu","Possession",0.273618602997252,1
"az","eu","Quantity",0.423525731330333,1
"az","eu","Sense perception",0.260913795091207,1
"az","eu","Social and political relations",0.266443222463002,1
"az","eu","Spatial relations",0.312632225556527,1
"az","eu","Speech and language",0.28877911557071,1
"az","eu","The body",0.257736698612961,1
"az","eu","The house",0.203739811541155,1
"az","eu","The physical world",0.269232856492511,1
"az","eu","Time",0.280395153533571,1
"az","he","Agriculture and vegetation",0.114009639840666,1
"az","he","Animals",0.261276849092701,1
"az","he","Basic actions and technology",0.15472071755006,1
"az","he","Clothing and grooming",0.200437824326877,1
"az","he","Cognition",0.217655072184979,1
"az","he","Emotions and values",0.196221484788074,1
"az","he","Food and drink",0.218906595840063,1
"az","he","Kinship",0.329603343635871,1
