"Var1","Var2","value"
"Herero","Herero",0
"Zulu","Herero",0.5
"Tswana","Herero",0.666666666666667
"Ndonga","Herero",0.666666666666667
"Swati","Herero",0.333333333333333
"Tsonga","Herero",0.5
"Venda","Herero",0.666666666666667
"Kongo","Herero",0.833333333333333
"Kikuyu","Herero",0.5
"Luganda","Herero",0.333333333333333
"Kinyarwanda","Herero",0.5
"Kirundi","Herero",0.5
"Igbo","Herero",0.5
"Bambara","Herero",0.666666666666667
"Amharic","Herero",0.666666666666667
"Kanuri","Herero",0.666666666666667
"Wolof","Herero",0.833333333333333
"Egyptian Arabic","Herero",0.833333333333333
"Kabyle","Herero",0.5
"Neapolitan","Herero",0.833333333333333
"Spanish","Herero",0.833333333333333
"English","Herero",0.833333333333333
"French","Herero",0.833333333333333
"Dutch","Herero",0.666666666666667
"Icelandic","Herero",0.5
"Irish","Herero",0.666666666666667
"Serbian","Herero",0.666666666666667
"Russian","Herero",0.833333333333333
"Bashkir","Herero",1
"Chuvash","Herero",0.833333333333333
"Erzya","Herero",0.666666666666667
"Estonian","Herero",0.666666666666667
"Gagauz","Herero",0.666666666666667
"Latvian","Herero",0.833333333333333
"Vepsian","Herero",0.666666666666667
"Czech","Herero",0.5
"Bulgarian","Herero",0.5
"Lithuanian","Herero",0.5
"Kalmyk","Herero",0.833333333333333
"Armenian","Herero",0.333333333333333
"Kurdish (Sorani)","Herero",0.833333333333333
"Abkhazian","Herero",0.5
"Turkish","Herero",0.666666666666667
"Hebrew","Herero",0.333333333333333
"Eastern Punjabi","Herero",0.666666666666667
"Kazakh","Herero",1
"Sakha","Herero",0.666666666666667
"Korean","Herero",0.666666666666667
"Nuosu","Herero",0.833333333333333
"Japanese","Herero",0.666666666666667
"Tibetan","Herero",0.833333333333333
"Bengali","Herero",0.666666666666667
"Kashmiri","Herero",0.666666666666667
"Telugu","Herero",0.833333333333333
"Tamil","Herero",0.666666666666667
"Malayalam","Herero",0.666666666666667
"Burmese","Herero",0.666666666666667
"Vietnamese","Herero",0.833333333333333
"Khmer","Herero",0.5
"Malay","Herero",0.666666666666667
"Thai","Herero",0.666666666666667
"Cebuano","Herero",0.666666666666667
"Banyumasan","Herero",0.833333333333333
"Minangkabau","Herero",0.833333333333333
"Chamorro","Herero",0.5
"Samoan","Herero",0.833333333333333
"Tongan","Herero",0.833333333333333
"Maori","Herero",0.833333333333333
"Hawaiian","Herero",0.833333333333333
"Cheyenne","Herero",0.833333333333333
"Choctaw","Herero",0.833333333333333
"Muscogee","Herero",0.666666666666667
"Cherokee","Herero",1
"Navajo","Herero",0.666666666666667
"Haitian","Herero",0.666666666666667
"Aymara","Herero",0.5
"Guarani","Herero",1
"Herero","Zulu",0.5
"Zulu","Zulu",0
"Tswana","Zulu",0.5
"Ndonga","Zulu",0.5
"Swati","Zulu",0.166666666666667
"Tsonga","Zulu",0.333333333333333
"Venda","Zulu",0.333333333333333
"Kongo","Zulu",0.833333333333333
"Kikuyu","Zulu",0.5
"Luganda","Zulu",0.333333333333333
"Kinyarwanda","Zulu",0.166666666666667
"Kirundi","Zulu",0.333333333333333
"Igbo","Zulu",0.5
"Bambara","Zulu",0.666666666666667
"Amharic","Zulu",0.5
"Kanuri","Zulu",0.5
"Wolof","Zulu",0.5
"Egyptian Arabic","Zulu",0.666666666666667
"Kabyle","Zulu",0.5
"Neapolitan","Zulu",0.666666666666667
"Spanish","Zulu",0.666666666666667
"English","Zulu",0.666666666666667
"French","Zulu",0.666666666666667
"Dutch","Zulu",0.666666666666667
"Icelandic","Zulu",0.5
"Irish","Zulu",0.666666666666667
"Serbian","Zulu",0.666666666666667
"Russian","Zulu",0.5
"Bashkir","Zulu",0.833333333333333
"Chuvash","Zulu",0.666666666666667
"Erzya","Zulu",0.666666666666667
"Estonian","Zulu",0.5
"Gagauz","Zulu",0.333333333333333
"Latvian","Zulu",0.666666666666667
"Vepsian","Zulu",0.666666666666667
"Czech","Zulu",0.333333333333333
"Bulgarian","Zulu",0.5
"Lithuanian","Zulu",0.333333333333333
"Kalmyk","Zulu",0.666666666666667
"Armenian","Zulu",0.5
"Kurdish (Sorani)","Zulu",0.666666666666667
"Abkhazian","Zulu",0.333333333333333
"Turkish","Zulu",0.5
"Hebrew","Zulu",0.5
"Eastern Punjabi","Zulu",0.666666666666667
"Kazakh","Zulu",0.833333333333333
"Sakha","Zulu",0.5
"Korean","Zulu",0.5
"Nuosu","Zulu",0.666666666666667
"Japanese","Zulu",0.5
"Tibetan","Zulu",0.666666666666667
"Bengali","Zulu",0.666666666666667
"Kashmiri","Zulu",0.5
"Telugu","Zulu",0.333333333333333
"Tamil","Zulu",0.5
"Malayalam","Zulu",0.666666666666667
"Burmese","Zulu",0.5
"Vietnamese","Zulu",0.333333333333333
"Khmer","Zulu",0.333333333333333
"Malay","Zulu",0.5
"Thai","Zulu",0.5
"Cebuano","Zulu",0.5
"Banyumasan","Zulu",0.5
"Minangkabau","Zulu",0.5
"Chamorro","Zulu",0.333333333333333
"Samoan","Zulu",0.833333333333333
"Tongan","Zulu",0.833333333333333
"Maori","Zulu",0.833333333333333
"Hawaiian","Zulu",0.833333333333333
"Cheyenne","Zulu",0.666666666666667
"Choctaw","Zulu",0.833333333333333
"Muscogee","Zulu",0.666666666666667
"Cherokee","Zulu",0.833333333333333
"Navajo","Zulu",0.666666666666667
"Haitian","Zulu",0.5
"Aymara","Zulu",0.5
"Guarani","Zulu",0.666666666666667
"Herero","Tswana",0.666666666666667
"Zulu","Tswana",0.5
"Tswana","Tswana",0
"Ndonga","Tswana",0.333333333333333
"Swati","Tswana",0.333333333333333
"Tsonga","Tswana",0.333333333333333
"Venda","Tswana",0.5
"Kongo","Tswana",0.666666666666667
"Kikuyu","Tswana",0.333333333333333
"Luganda","Tswana",0.5
"Kinyarwanda","Tswana",0.5
"Kirundi","Tswana",0.666666666666667
"Igbo","Tswana",0.5
"Bambara","Tswana",0.333333333333333
"Amharic","Tswana",0.333333333333333
"Kanuri","Tswana",0.166666666666667
"Wolof","Tswana",0.5
"Egyptian Arabic","Tswana",0.5
"Kabyle","Tswana",0.5
"Neapolitan","Tswana",0.5
"Spanish","Tswana",0.5
"English","Tswana",0.666666666666667
"French","Tswana",0.5
"Dutch","Tswana",0.5
"Icelandic","Tswana",0.5
"Irish","Tswana",0.333333333333333
"Serbian","Tswana",0.5
"Russian","Tswana",0.5
"Bashkir","Tswana",0.833333333333333
"Chuvash","Tswana",0.5
"Erzya","Tswana",0.5
"Estonian","Tswana",0.333333333333333
"Gagauz","Tswana",0.5
"Latvian","Tswana",0.666666666666667
"Vepsian","Tswana",0.5
"Czech","Tswana",0.333333333333333
"Bulgarian","Tswana",0.333333333333333
"Lithuanian","Tswana",0.333333333333333
"Kalmyk","Tswana",0.666666666666667
"Armenian","Tswana",0.5
"Kurdish (Sorani)","Tswana",0.666666666666667
"Abkhazian","Tswana",0.333333333333333
"Turkish","Tswana",0.333333333333333
"Hebrew","Tswana",0.5
"Eastern Punjabi","Tswana",0.5
"Kazakh","Tswana",0.833333333333333
"Sakha","Tswana",0.666666666666667
"Korean","Tswana",0.333333333333333
"Nuosu","Tswana",0.666666666666667
"Japanese","Tswana",0.333333333333333
"Tibetan","Tswana",0.5
"Bengali","Tswana",0.333333333333333
"Kashmiri","Tswana",0.333333333333333
"Telugu","Tswana",0.333333333333333
"Tamil","Tswana",0.166666666666667
"Malayalam","Tswana",0.333333333333333
"Burmese","Tswana",0.166666666666667
"Vietnamese","Tswana",0.333333333333333
"Khmer","Tswana",0.333333333333333
"Malay","Tswana",0.333333333333333
"Thai","Tswana",0.333333333333333
"Cebuano","Tswana",0.333333333333333
"Banyumasan","Tswana",0.5
"Minangkabau","Tswana",0.5
"Chamorro","Tswana",0.333333333333333
"Samoan","Tswana",0.666666666666667
"Tongan","Tswana",0.666666666666667
"Maori","Tswana",0.666666666666667
"Hawaiian","Tswana",0.5
"Cheyenne","Tswana",0.833333333333333
"Choctaw","Tswana",0.666666666666667
"Muscogee","Tswana",0.666666666666667
"Cherokee","Tswana",0.833333333333333
"Navajo","Tswana",0.666666666666667
"Haitian","Tswana",0.166666666666667
"Aymara","Tswana",0.333333333333333
"Guarani","Tswana",0.666666666666667
"Herero","Ndonga",0.666666666666667
"Zulu","Ndonga",0.5
"Tswana","Ndonga",0.333333333333333
"Ndonga","Ndonga",0
"Swati","Ndonga",0.333333333333333
"Tsonga","Ndonga",0.333333333333333
"Venda","Ndonga",0.5
"Kongo","Ndonga",0.5
"Kikuyu","Ndonga",0.5
"Luganda","Ndonga",0.5
"Kinyarwanda","Ndonga",0.5
"Kirundi","Ndonga",0.666666666666667
"Igbo","Ndonga",0.5
"Bambara","Ndonga",0.5
"Amharic","Ndonga",0.333333333333333
"Kanuri","Ndonga",0.333333333333333
"Wolof","Ndonga",0.5
"Egyptian Arabic","Ndonga",0.666666666666667
"Kabyle","Ndonga",0.5
"Neapolitan","Ndonga",0.666666666666667
"Spanish","Ndonga",0.666666666666667
"English","Ndonga",0.5
"French","Ndonga",0.5
"Dutch","Ndonga",0.5
"Icelandic","Ndonga",0.5
"Irish","Ndonga",0.5
"Serbian","Ndonga",0.5
"Russian","Ndonga",0.333333333333333
"Bashkir","Ndonga",0.666666666666667
"Chuvash","Ndonga",0.333333333333333
"Erzya","Ndonga",0.333333333333333
"Estonian","Ndonga",0.166666666666667
"Gagauz","Ndonga",0.5
"Latvian","Ndonga",0.5
"Vepsian","Ndonga",0.333333333333333
"Czech","Ndonga",0.333333333333333
"Bulgarian","Ndonga",0.5
