"Var1","Var2","value"
"Herero","Herero",0
"Zulu","Herero",0.627272727272727
"Tswana","Herero",0.8
"Ndonga","Herero",0.627272727272727
"Swati","Herero",0.618181818181818
"Tsonga","Herero",0.454545454545454
"Venda","Herero",0.532727272727273
"Kongo","Herero",0.529090909090909
"Kikuyu","Herero",0.454545454545454
"Luganda","Herero",0.545454545454546
"Kinyarwanda","Herero",0.629090909090909
"Kirundi","Herero",0.625454545454546
"Igbo","Herero",0.374545454545454
"Bambara","Herero",0.414545454545454
"Amharic","Herero",0.636363636363637
"Kanuri","Herero",0.721818181818181
"Wolof","Herero",0.521818181818182
"Egyptian Arabic","Herero",0.818181818181818
"Kabyle","Herero",0.661818181818182
"Neapolitan","Herero",0.725454545454545
"Spanish","Herero",0.738181818181818
"English","Herero",0.727272727272727
"French","Herero",0.725454545454545
"Dutch","Herero",0.727272727272727
"Icelandic","Herero",0.68
"Irish","Herero",0.712727272727272
"Serbian","Herero",0.727272727272727
"Russian","Herero",0.723636363636363
"Bashkir","Herero",0.801818181818182
"Chuvash","Herero",0.690909090909091
"Erzya","Herero",0.7
"Estonian","Herero",0.812727272727273
"Gagauz","Herero",0.505454545454545
"Latvian","Herero",0.721818181818181
"Vepsian","Herero",0.525454545454546
"Czech","Herero",0.72
"Bulgarian","Herero",0.707272727272727
"Lithuanian","Herero",0.818181818181818
"Kalmyk","Herero",0.549090909090909
"Armenian","Herero",0.623636363636364
"Kurdish (Sorani)","Herero",0.627272727272728
"Abkhazian","Herero",0.543636363636364
"Turkish","Herero",0.816363636363636
"Hebrew","Herero",0.636363636363637
"Eastern Punjabi","Herero",0.703636363636363
"Kazakh","Herero",0.472727272727273
"Sakha","Herero",0.545454545454546
"Korean","Herero",0.636363636363637
"Nuosu","Herero",0.365454545454545
"Japanese","Herero",0.818181818181818
"Tibetan","Herero",0.763636363636363
"Bengali","Herero",0.727272727272727
"Kashmiri","Herero",0.723636363636363
"Telugu","Herero",0.76
"Tamil","Herero",0.767272727272727
"Malayalam","Herero",0.818181818181818
"Burmese","Herero",0.636363636363637
"Vietnamese","Herero",0.636363636363637
"Khmer","Herero",0.727272727272727
"Malay","Herero",0.578181818181818
"Thai","Herero",0.636363636363637
"Cebuano","Herero",0.723636363636363
"Banyumasan","Herero",0.727272727272727
"Minangkabau","Herero",0.454545454545454
"Chamorro","Herero",0.698181818181818
"Samoan","Herero",0.636363636363637
"Tongan","Herero",0.614545454545455
"Maori","Herero",0.636363636363637
"Hawaiian","Herero",0.545454545454546
"Inupiak","Herero",0.472727272727272
"Cheyenne","Herero",0.727272727272727
"Choctaw","Herero",0.643636363636364
"Muscogee","Herero",0.727272727272727
"Cherokee","Herero",0.709090909090909
"Navajo","Herero",0.454545454545454
"Haitian","Herero",0.521818181818182
"Aymara","Herero",0.545454545454546
"Guarani","Herero",0.603636363636364
"Herero","Zulu",0.627272727272727
"Zulu","Zulu",0
"Tswana","Zulu",0.487272727272727
"Ndonga","Zulu",0.7
"Swati","Zulu",0.118181818181818
"Tsonga","Zulu",0.334545454545455
"Venda","Zulu",0.376363636363636
"Kongo","Zulu",0.62
"Kikuyu","Zulu",0.536363636363637
"Luganda","Zulu",0.5
"Kinyarwanda","Zulu",0.465454545454545
"Kirundi","Zulu",0.470909090909091
"Igbo","Zulu",0.612727272727273
"Bambara","Zulu",0.625454545454546
"Amharic","Zulu",0.674545454545455
"Kanuri","Zulu",0.596363636363637
"Wolof","Zulu",0.752727272727272
"Egyptian Arabic","Zulu",0.772727272727272
"Kabyle","Zulu",0.632727272727273
"Neapolitan","Zulu",0.410909090909091
"Spanish","Zulu",0.418181818181818
"English","Zulu",0.409090909090909
"French","Zulu",0.42
"Dutch","Zulu",0.409090909090909
"Icelandic","Zulu",0.703636363636364
"Irish","Zulu",0.483636363636364
"Serbian","Zulu",0.409090909090909
"Russian","Zulu",0.507272727272727
"Bashkir","Zulu",0.6
"Chuvash","Zulu",0.614545454545455
"Erzya","Zulu",0.703636363636363
"Estonian","Zulu",0.596363636363637
"Gagauz","Zulu",0.614545454545455
"Latvian","Zulu",0.690909090909091
"Vepsian","Zulu",0.618181818181819
"Czech","Zulu",0.396363636363636
"Bulgarian","Zulu",0.374545454545454
"Lithuanian","Zulu",0.496363636363636
"Kalmyk","Zulu",0.263636363636364
"Armenian","Zulu",0.425454545454545
"Kurdish (Sorani)","Zulu",0.207272727272727
"Abkhazian","Zulu",0.689090909090909
"Turkish","Zulu",0.509090909090909
"Hebrew","Zulu",0.585454545454546
"Eastern Punjabi","Zulu",0.309090909090909
"Kazakh","Zulu",0.352727272727273
"Sakha","Zulu",0.678181818181818
"Korean","Zulu",0.77090909090909
"Nuosu","Zulu",0.394545454545454
"Japanese","Zulu",0.590909090909091
"Tibetan","Zulu",0.718181818181818
"Bengali","Zulu",0.418181818181818
"Kashmiri","Zulu",0.503636363636364
"Telugu","Zulu",0.412727272727273
"Tamil","Zulu",0.469090909090909
"Malayalam","Zulu",0.592727272727273
"Burmese","Zulu",0.590909090909091
"Vietnamese","Zulu",0.681818181818182
"Khmer","Zulu",0.68
"Malay","Zulu",0.465454545454545
"Thai","Zulu",0.5
"Cebuano","Zulu",0.503636363636364
"Banyumasan","Zulu",0.5
"Minangkabau","Zulu",0.627272727272727
"Chamorro","Zulu",0.532727272727273
"Samoan","Zulu",0.210909090909091
"Tongan","Zulu",0.234545454545455
"Maori","Zulu",0.392727272727273
"Hawaiian","Zulu",0.463636363636363
"Inupiak","Zulu",0.530909090909091
"Cheyenne","Zulu",0.534545454545455
"Choctaw","Zulu",0.483636363636364
"Muscogee","Zulu",0.514545454545455
"Cherokee","Zulu",0.483636363636364
"Navajo","Zulu",0.716363636363636
"Haitian","Zulu",0.572727272727273
