"Var1","Var2","value"
"Herero","Herero",0
"Zulu","Herero",0.5
"Tswana","Herero",0.5
"Ndonga","Herero",0.454545454545455
"Swati","Herero",0.409090909090909
"Tsonga","Herero",0.545454545454545
"Venda","Herero",0.431818181818182
"Kongo","Herero",0.477272727272727
"Kikuyu","Herero",0.431818181818182
"Luganda","Herero",0.590909090909091
"Kinyarwanda","Herero",0.568181818181818
"Kirundi","Herero",0.636363636363636
"Igbo","Herero",0.590909090909091
"Bambara","Herero",0.613636363636364
"Amharic","Herero",0.681818181818182
"Kanuri","Herero",0.5
"Wolof","Herero",0.613636363636364
"Egyptian Arabic","Herero",0.75
"Kabyle","Herero",0.590909090909091
"Neapolitan","Herero",0.727272727272727
"Spanish","Herero",0.704545454545455
"English","Herero",0.772727272727273
"French","Herero",0.75
"Dutch","Herero",0.818181818181818
"Icelandic","Herero",0.681818181818182
"Irish","Herero",0.636363636363636
"Serbian","Herero",0.681818181818182
"Russian","Herero",0.704545454545455
"Bashkir","Herero",0.75
"Chuvash","Herero",0.75
"Erzya","Herero",0.681818181818182
"Estonian","Herero",0.659090909090909
"Gagauz","Herero",0.681818181818182
"Latvian","Herero",0.727272727272727
"Vepsian","Herero",0.659090909090909
"Czech","Herero",0.704545454545455
"Bulgarian","Herero",0.636363636363636
"Lithuanian","Herero",0.704545454545455
"Kalmyk","Herero",0.454545454545455
"Armenian","Herero",0.545454545454545
"Kurdish (Sorani)","Herero",0.659090909090909
"Abkhazian","Herero",0.522727272727273
"Turkish","Herero",0.727272727272727
"Hebrew","Herero",0.727272727272727
"Eastern Punjabi","Herero",0.727272727272727
"Kazakh","Herero",0.477272727272727
"Sakha","Herero",0.568181818181818
"Korean","Herero",0.681818181818182
"Nuosu","Herero",0.590909090909091
"Japanese","Herero",0.795454545454545
"Tibetan","Herero",0.75
"Bengali","Herero",0.840909090909091
"Kashmiri","Herero",0.727272727272727
"Telugu","Herero",0.772727272727273
"Tamil","Herero",0.772727272727273
"Malayalam","Herero",0.704545454545455
"Burmese","Herero",0.772727272727273
"Vietnamese","Herero",0.704545454545455
"Khmer","Herero",0.681818181818182
"Malay","Herero",0.590909090909091
"Thai","Herero",0.704545454545455
"Cebuano","Herero",0.659090909090909
"Banyumasan","Herero",0.613636363636364
"Minangkabau","Herero",0.568181818181818
"Chamorro","Herero",0.75
"Samoan","Herero",0.795454545454545
"Tongan","Herero",0.704545454545455
"Maori","Herero",0.795454545454545
"Hawaiian","Herero",0.727272727272727
"Cheyenne","Herero",0.522727272727273
"Choctaw","Herero",0.659090909090909
"Muscogee","Herero",0.704545454545455
"Cherokee","Herero",0.613636363636364
"Navajo","Herero",0.454545454545455
"Haitian","Herero",0.659090909090909
"Aymara","Herero",0.681818181818182
"Guarani","Herero",0.636363636363636
"Herero","Zulu",0.5
"Zulu","Zulu",0
"Tswana","Zulu",0.159090909090909
"Ndonga","Zulu",0.409090909090909
"Swati","Zulu",0.204545454545455
"Tsonga","Zulu",0.272727272727273
"Venda","Zulu",0.409090909090909
"Kongo","Zulu",0.363636363636364
"Kikuyu","Zulu",0.25
"Luganda","Zulu",0.340909090909091
"Kinyarwanda","Zulu",0.363636363636364
"Kirundi","Zulu",0.431818181818182
"Igbo","Zulu",0.386363636363636
"Bambara","Zulu",0.545454545454545
"Amharic","Zulu",0.568181818181818
"Kanuri","Zulu",0.590909090909091
"Wolof","Zulu",0.545454545454545
"Egyptian Arabic","Zulu",0.659090909090909
"Kabyle","Zulu",0.522727272727273
"Neapolitan","Zulu",0.522727272727273
"Spanish","Zulu",0.477272727272727
"English","Zulu",0.545454545454545
"French","Zulu",0.5
"Dutch","Zulu",0.636363636363636
"Icelandic","Zulu",0.454545454545455
"Irish","Zulu",0.318181818181818
"Serbian","Zulu",0.409090909090909
"Russian","Zulu",0.613636363636364
"Bashkir","Zulu",0.568181818181818
"Chuvash","Zulu",0.659090909090909
"Erzya","Zulu",0.613636363636364
"Estonian","Zulu",0.522727272727273
"Gagauz","Zulu",0.613636363636364
"Latvian","Zulu",0.636363636363636
"Vepsian","Zulu",0.568181818181818
"Czech","Zulu",0.454545454545455
"Bulgarian","Zulu",0.477272727272727
"Lithuanian","Zulu",0.431818181818182
"Kalmyk","Zulu",0.5
"Armenian","Zulu",0.409090909090909
"Kurdish (Sorani)","Zulu",0.409090909090909
"Abkhazian","Zulu",0.659090909090909
"Turkish","Zulu",0.522727272727273
"Hebrew","Zulu",0.5
"Eastern Punjabi","Zulu",0.545454545454545
"Kazakh","Zulu",0.454545454545455
"Sakha","Zulu",0.522727272727273
"Korean","Zulu",0.477272727272727
"Nuosu","Zulu",0.431818181818182
"Japanese","Zulu",0.568181818181818
"Tibetan","Zulu",0.545454545454545
"Bengali","Zulu",0.613636363636364
"Kashmiri","Zulu",0.590909090909091
"Telugu","Zulu",0.545454545454545
"Tamil","Zulu",0.590909090909091
"Malayalam","Zulu",0.522727272727273
"Burmese","Zulu",0.590909090909091
"Vietnamese","Zulu",0.636363636363636
"Khmer","Zulu",0.590909090909091
"Malay","Zulu",0.5
"Thai","Zulu",0.568181818181818
"Cebuano","Zulu",0.5
"Banyumasan","Zulu",0.568181818181818
"Minangkabau","Zulu",0.636363636363636
"Chamorro","Zulu",0.5
"Samoan","Zulu",0.568181818181818
"Tongan","Zulu",0.5
"Maori","Zulu",0.590909090909091
"Hawaiian","Zulu",0.681818181818182
"Cheyenne","Zulu",0.5
"Choctaw","Zulu",0.522727272727273
"Muscogee","Zulu",0.5
"Cherokee","Zulu",0.477272727272727
"Navajo","Zulu",0.5
"Haitian","Zulu",0.568181818181818
"Aymara","Zulu",0.409090909090909
"Guarani","Zulu",0.431818181818182
"Herero","Tswana",0.5
"Zulu","Tswana",0.159090909090909
"Tswana","Tswana",0
"Ndonga","Tswana",0.454545454545455
"Swati","Tswana",0.25
"Tsonga","Tswana",0.431818181818182
"Venda","Tswana",0.409090909090909
"Kongo","Tswana",0.5
"Kikuyu","Tswana",0.227272727272727
"Luganda","Tswana",0.431818181818182
"Kinyarwanda","Tswana",0.454545454545455
"Kirundi","Tswana",0.431818181818182
"Igbo","Tswana",0.386363636363636
"Bambara","Tswana",0.590909090909091
"Amharic","Tswana",0.545454545454545
"Kanuri","Tswana",0.590909090909091
"Wolof","Tswana",0.477272727272727
"Egyptian Arabic","Tswana",0.636363636363636
"Kabyle","Tswana",0.613636363636364
"Neapolitan","Tswana",0.636363636363636
"Spanish","Tswana",0.568181818181818
"English","Tswana",0.636363636363636
"French","Tswana",0.590909090909091
"Dutch","Tswana",0.704545454545455
"Icelandic","Tswana",0.545454545454545
"Irish","Tswana",0.409090909090909
"Serbian","Tswana",0.477272727272727
"Russian","Tswana",0.613636363636364
"Bashkir","Tswana",0.659090909090909
"Chuvash","Tswana",0.727272727272727
"Erzya","Tswana",0.681818181818182
"Estonian","Tswana",0.613636363636364
"Gagauz","Tswana",0.590909090909091
"Latvian","Tswana",0.681818181818182
"Vepsian","Tswana",0.636363636363636
"Czech","Tswana",0.545454545454545
"Bulgarian","Tswana",0.590909090909091
"Lithuanian","Tswana",0.522727272727273
"Kalmyk","Tswana",0.545454545454545
"Armenian","Tswana",0.454545454545455
"Kurdish (Sorani)","Tswana",0.477272727272727
"Abkhazian","Tswana",0.659090909090909
"Turkish","Tswana",0.522727272727273
"Hebrew","Tswana",0.590909090909091
"Eastern Punjabi","Tswana",0.545454545454545
"Kazakh","Tswana",0.477272727272727
"Sakha","Tswana",0.659090909090909
"Korean","Tswana",0.568181818181818
"Nuosu","Tswana",0.545454545454545
"Japanese","Tswana",0.568181818181818
"Tibetan","Tswana",0.590909090909091
"Bengali","Tswana",0.659090909090909
"Kashmiri","Tswana",0.636363636363636
"Telugu","Tswana",0.568181818181818
"Tamil","Tswana",0.568181818181818
"Malayalam","Tswana",0.613636363636364
"Burmese","Tswana",0.681818181818182
"Vietnamese","Tswana",0.727272727272727
"Khmer","Tswana",0.659090909090909
"Malay","Tswana",0.659090909090909
"Thai","Tswana",0.681818181818182
"Cebuano","Tswana",0.636363636363636
"Banyumasan","Tswana",0.568181818181818
"Minangkabau","Tswana",0.772727272727273
"Chamorro","Tswana",0.613636363636364
"Samoan","Tswana",0.704545454545455
"Tongan","Tswana",0.636363636363636
"Maori","Tswana",0.727272727272727
"Hawaiian","Tswana",0.772727272727273
"Cheyenne","Tswana",0.590909090909091
"Choctaw","Tswana",0.636363636363636
"Muscogee","Tswana",0.636363636363636
"Cherokee","Tswana",0.613636363636364
"Navajo","Tswana",0.545454545454545
"Haitian","Tswana",0.636363636363636
"Aymara","Tswana",0.545454545454545
"Guarani","Tswana",0.477272727272727
"Herero","Ndonga",0.454545454545455
"Zulu","Ndonga",0.409090909090909
"Tswana","Ndonga",0.454545454545455
"Ndonga","Ndonga",0
"Swati","Ndonga",0.431818181818182
"Tsonga","Ndonga",0.318181818181818
"Venda","Ndonga",0.454545454545455
"Kongo","Ndonga",0.340909090909091
"Kikuyu","Ndonga",0.522727272727273
"Luganda","Ndonga",0.454545454545455
"Kinyarwanda","Ndonga",0.454545454545455
"Kirundi","Ndonga",0.590909090909091
"Igbo","Ndonga",0.545454545454545
"Bambara","Ndonga",0.522727272727273
"Amharic","Ndonga",0.522727272727273
"Kanuri","Ndonga",0.477272727272727
"Wolof","Ndonga",0.363636363636364
"Egyptian Arabic","Ndonga",0.636363636363636
"Kabyle","Ndonga",0.590909090909091
"Neapolitan","Ndonga",0.636363636363636
"Spanish","Ndonga",0.613636363636364
"English","Ndonga",0.659090909090909
"French","Ndonga",0.659090909090909
