"Var1","Var2","value"
"Herero","Herero",0
"Zulu","Herero",1
"Tswana","Herero",0.666666666666667
"Ndonga","Herero",0.833333333333333
"Swati","Herero",0.833333333333333
"Tsonga","Herero",0.833333333333333
"Venda","Herero",0.833333333333333
"Kongo","Herero",0.833333333333333
"Kikuyu","Herero",0.833333333333333
"Luganda","Herero",0.833333333333333
"Kinyarwanda","Herero",0.833333333333333
"Kirundi","Herero",1
"Igbo","Herero",1
"Bambara","Herero",0.666666666666667
"Amharic","Herero",1
"Kanuri","Herero",1
"Wolof","Herero",1
"Egyptian Arabic","Herero",1
"Kabyle","Herero",0.833333333333333
"Neapolitan","Herero",1
"Spanish","Herero",0.833333333333333
"English","Herero",0.833333333333333
"French","Herero",0.833333333333333
"Dutch","Herero",0.833333333333333
"Icelandic","Herero",0.833333333333333
"Irish","Herero",0.833333333333333
"Serbian","Herero",1
"Russian","Herero",0.833333333333333
"Bashkir","Herero",0.666666666666667
"Chuvash","Herero",1
"Erzya","Herero",0.833333333333333
"Estonian","Herero",0.833333333333333
"Gagauz","Herero",0.666666666666667
"Latvian","Herero",0.666666666666667
"Vepsian","Herero",0.833333333333333
"Czech","Herero",0.833333333333333
"Bulgarian","Herero",0.833333333333333
"Lithuanian","Herero",0.833333333333333
"Kalmyk","Herero",0.833333333333333
"Armenian","Herero",0.833333333333333
"Kurdish (Sorani)","Herero",1
"Abkhazian","Herero",0.833333333333333
"Turkish","Herero",0.833333333333333
"Hebrew","Herero",1
"Eastern Punjabi","Herero",1
"Kazakh","Herero",0.833333333333333
"Sakha","Herero",0.666666666666667
"Korean","Herero",1
"Nuosu","Herero",0.833333333333333
"Japanese","Herero",0.833333333333333
"Tibetan","Herero",1
"Bengali","Herero",0.833333333333333
"Kashmiri","Herero",1
"Telugu","Herero",1
"Tamil","Herero",1
"Malayalam","Herero",1
"Burmese","Herero",0.833333333333333
"Vietnamese","Herero",1
"Khmer","Herero",0.666666666666667
"Malay","Herero",0.666666666666667
"Thai","Herero",0.833333333333333
"Cebuano","Herero",1
"Banyumasan","Herero",1
"Minangkabau","Herero",0.5
"Chamorro","Herero",0.833333333333333
"Samoan","Herero",0.833333333333333
"Tongan","Herero",1
"Maori","Herero",0.833333333333333
"Hawaiian","Herero",0.833333333333333
"Cheyenne","Herero",1
"Choctaw","Herero",1
"Muscogee","Herero",1
"Cherokee","Herero",0.666666666666667
"Navajo","Herero",1
"Haitian","Herero",0.833333333333333
"Aymara","Herero",0.833333333333333
"Guarani","Herero",1
"Herero","Zulu",1
"Zulu","Zulu",0
"Tswana","Zulu",0.833333333333333
"Ndonga","Zulu",1
"Swati","Zulu",0.833333333333333
"Tsonga","Zulu",0.833333333333333
"Venda","Zulu",1
"Kongo","Zulu",0.833333333333333
"Kikuyu","Zulu",0.833333333333333
"Luganda","Zulu",0.5
"Kinyarwanda","Zulu",0.5
"Kirundi","Zulu",0.5
"Igbo","Zulu",0.666666666666667
"Bambara","Zulu",1
"Amharic","Zulu",0.666666666666667
"Kanuri","Zulu",1
"Wolof","Zulu",0.833333333333333
"Egyptian Arabic","Zulu",0.666666666666667
"Kabyle","Zulu",0.833333333333333
"Neapolitan","Zulu",0.666666666666667
"Spanish","Zulu",0.666666666666667
"English","Zulu",0.833333333333333
"French","Zulu",0.666666666666667
"Dutch","Zulu",0.833333333333333
"Icelandic","Zulu",0.833333333333333
"Irish","Zulu",0.666666666666667
"Serbian","Zulu",0.666666666666667
"Russian","Zulu",0.833333333333333
"Bashkir","Zulu",0.833333333333333
"Chuvash","Zulu",0.666666666666667
"Erzya","Zulu",0.833333333333333
"Estonian","Zulu",0.5
"Gagauz","Zulu",0.833333333333333
"Latvian","Zulu",0.666666666666667
"Vepsian","Zulu",0.833333333333333
"Czech","Zulu",0.666666666666667
