"Var1","Var2","value"
"Herero","Herero",0
"Zulu","Herero",0.666666666666667
"Tswana","Herero",0.466666666666667
"Ndonga","Herero",0.6
"Swati","Herero",0.466666666666667
"Tsonga","Herero",0.666666666666667
"Venda","Herero",0.733333333333333
"Kongo","Herero",0.666666666666667
"Kikuyu","Herero",0.6
"Luganda","Herero",0.666666666666667
"Kinyarwanda","Herero",0.733333333333333
"Kirundi","Herero",0.733333333333333
"Igbo","Herero",0.733333333333333
"Bambara","Herero",0.666666666666667
"Amharic","Herero",0.733333333333333
"Kanuri","Herero",0.6
"Wolof","Herero",0.733333333333333
"Egyptian Arabic","Herero",0.8
"Kabyle","Herero",0.666666666666667
"Neapolitan","Herero",0.866666666666667
"Spanish","Herero",0.733333333333333
"English","Herero",0.8
"French","Herero",0.8
"Dutch","Herero",0.866666666666667
"Icelandic","Herero",0.8
"Irish","Herero",0.666666666666667
"Serbian","Herero",0.8
"Russian","Herero",0.8
"Bashkir","Herero",0.733333333333333
"Chuvash","Herero",0.866666666666667
"Erzya","Herero",0.8
"Estonian","Herero",0.666666666666667
"Gagauz","Herero",0.733333333333333
"Latvian","Herero",0.666666666666667
"Vepsian","Herero",0.733333333333333
"Czech","Herero",0.733333333333333
"Bulgarian","Herero",0.666666666666667
"Lithuanian","Herero",0.733333333333333
"Kalmyk","Herero",0.6
"Armenian","Herero",0.6
"Kurdish (Sorani)","Herero",0.8
"Abkhazian","Herero",0.733333333333333
"Turkish","Herero",0.733333333333333
"Hebrew","Herero",0.8
"Eastern Punjabi","Herero",0.8
"Kazakh","Herero",0.666666666666667
"Sakha","Herero",0.733333333333333
"Korean","Herero",0.866666666666667
"Nuosu","Herero",0.666666666666667
"Japanese","Herero",0.866666666666667
"Tibetan","Herero",0.866666666666667
"Bengali","Herero",0.866666666666667
"Kashmiri","Herero",0.866666666666667
"Telugu","Herero",0.8
"Tamil","Herero",0.8
"Malayalam","Herero",0.8
"Burmese","Herero",0.8
"Vietnamese","Herero",0.733333333333333
"Khmer","Herero",0.733333333333333
"Malay","Herero",0.533333333333333
"Thai","Herero",0.733333333333333
"Cebuano","Herero",0.8
"Banyumasan","Herero",0.666666666666667
"Minangkabau","Herero",0.6
"Chamorro","Herero",0.8
"Samoan","Herero",0.8
"Tongan","Herero",0.866666666666667
"Maori","Herero",0.866666666666667
"Hawaiian","Herero",0.866666666666667
"Cheyenne","Herero",0.733333333333333
"Choctaw","Herero",0.8
"Muscogee","Herero",0.866666666666667
"Cherokee","Herero",0.733333333333333
"Navajo","Herero",0.533333333333333
"Haitian","Herero",0.8
"Aymara","Herero",0.733333333333333
"Guarani","Herero",0.733333333333333
"Herero","Zulu",0.666666666666667
"Zulu","Zulu",0
"Tswana","Zulu",0.333333333333333
"Ndonga","Zulu",0.6
"Swati","Zulu",0.4
"Tsonga","Zulu",0.4
"Venda","Zulu",0.6
"Kongo","Zulu",0.466666666666667
"Kikuyu","Zulu",0.333333333333333
"Luganda","Zulu",0.266666666666667
"Kinyarwanda","Zulu",0.266666666666667
"Kirundi","Zulu",0.466666666666667
"Igbo","Zulu",0.466666666666667
"Bambara","Zulu",0.666666666666667
"Amharic","Zulu",0.466666666666667
"Kanuri","Zulu",0.733333333333333
"Wolof","Zulu",0.533333333333333
"Egyptian Arabic","Zulu",0.733333333333333
"Kabyle","Zulu",0.6
"Neapolitan","Zulu",0.6
"Spanish","Zulu",0.466666666666667
"English","Zulu",0.533333333333333
"French","Zulu",0.6
"Dutch","Zulu",0.733333333333333
"Icelandic","Zulu",0.466666666666667
"Irish","Zulu",0.466666666666667
"Serbian","Zulu",0.533333333333333
"Russian","Zulu",0.8
"Bashkir","Zulu",0.733333333333333
"Chuvash","Zulu",0.733333333333333
"Erzya","Zulu",0.733333333333333
"Estonian","Zulu",0.533333333333333
"Gagauz","Zulu",0.733333333333333
"Latvian","Zulu",0.6
"Vepsian","Zulu",0.533333333333333
"Czech","Zulu",0.533333333333333
"Bulgarian","Zulu",0.666666666666667
"Lithuanian","Zulu",0.6
"Kalmyk","Zulu",0.6
"Armenian","Zulu",0.466666666666667
"Kurdish (Sorani)","Zulu",0.6
"Abkhazian","Zulu",0.666666666666667
"Turkish","Zulu",0.6
"Hebrew","Zulu",0.533333333333333
"Eastern Punjabi","Zulu",0.6
"Kazakh","Zulu",0.666666666666667
"Sakha","Zulu",0.6
"Korean","Zulu",0.6
"Nuosu","Zulu",0.6
"Japanese","Zulu",0.666666666666667
"Tibetan","Zulu",0.666666666666667
"Bengali","Zulu",0.666666666666667
"Kashmiri","Zulu",0.666666666666667
"Telugu","Zulu",0.6
"Tamil","Zulu",0.533333333333333
"Malayalam","Zulu",0.533333333333333
"Burmese","Zulu",0.533333333333333
"Vietnamese","Zulu",0.466666666666667
"Khmer","Zulu",0.6
"Malay","Zulu",0.6
"Thai","Zulu",0.6
"Cebuano","Zulu",0.6
"Banyumasan","Zulu",0.666666666666667
"Minangkabau","Zulu",0.8
"Chamorro","Zulu",0.533333333333333
"Samoan","Zulu",0.666666666666667
"Tongan","Zulu",0.666666666666667
"Maori","Zulu",0.733333333333333
"Hawaiian","Zulu",0.8
"Cheyenne","Zulu",0.533333333333333
"Choctaw","Zulu",0.6
"Muscogee","Zulu",0.6
"Cherokee","Zulu",0.466666666666667
"Navajo","Zulu",0.533333333333333
"Haitian","Zulu",0.533333333333333
"Aymara","Zulu",0.533333333333333
"Guarani","Zulu",0.533333333333333
"Herero","Tswana",0.466666666666667
"Zulu","Tswana",0.333333333333333
"Tswana","Tswana",0
"Ndonga","Tswana",0.6
"Swati","Tswana",0.4
"Tsonga","Tswana",0.6
"Venda","Tswana",0.466666666666667
"Kongo","Tswana",0.6
"Kikuyu","Tswana",0.133333333333333
"Luganda","Tswana",0.466666666666667
"Kinyarwanda","Tswana",0.533333333333333
"Kirundi","Tswana",0.6
"Igbo","Tswana",0.4
"Bambara","Tswana",0.666666666666667
"Amharic","Tswana",0.6
"Kanuri","Tswana",0.6
"Wolof","Tswana",0.533333333333333
"Egyptian Arabic","Tswana",0.733333333333333
"Kabyle","Tswana",0.733333333333333
"Neapolitan","Tswana",0.733333333333333
"Spanish","Tswana",0.6
"English","Tswana",0.6
"French","Tswana",0.733333333333333
"Dutch","Tswana",0.8
"Icelandic","Tswana",0.666666666666667
"Irish","Tswana",0.6
"Serbian","Tswana",0.733333333333333
"Russian","Tswana",0.666666666666667
"Bashkir","Tswana",0.866666666666667
"Chuvash","Tswana",0.866666666666667
"Erzya","Tswana",0.866666666666667
"Estonian","Tswana",0.8
"Gagauz","Tswana",0.6
"Latvian","Tswana",0.8
"Vepsian","Tswana",0.666666666666667
"Czech","Tswana",0.666666666666667
"Bulgarian","Tswana",0.733333333333333
"Lithuanian","Tswana",0.733333333333333
"Kalmyk","Tswana",0.6
"Armenian","Tswana",0.533333333333333
"Kurdish (Sorani)","Tswana",0.666666666666667
"Abkhazian","Tswana",0.733333333333333
"Turkish","Tswana",0.666666666666667
"Hebrew","Tswana",0.733333333333333
"Eastern Punjabi","Tswana",0.733333333333333
"Kazakh","Tswana",0.6
"Sakha","Tswana",0.8
"Korean","Tswana",0.666666666666667
"Nuosu","Tswana",0.733333333333333
"Japanese","Tswana",0.733333333333333
"Tibetan","Tswana",0.8
"Bengali","Tswana",0.8
"Kashmiri","Tswana",0.8
"Telugu","Tswana",0.666666666666667
"Tamil","Tswana",0.666666666666667
"Malayalam","Tswana",0.666666666666667
"Burmese","Tswana",0.6
"Vietnamese","Tswana",0.8
"Khmer","Tswana",0.733333333333333
"Malay","Tswana",0.733333333333333
"Thai","Tswana",0.666666666666667
"Cebuano","Tswana",0.8
"Banyumasan","Tswana",0.6
"Minangkabau","Tswana",0.866666666666667
"Chamorro","Tswana",0.733333333333333
"Samoan","Tswana",0.866666666666667
"Tongan","Tswana",0.733333333333333
"Maori","Tswana",0.933333333333333
"Hawaiian","Tswana",0.866666666666667
"Cheyenne","Tswana",0.666666666666667
"Choctaw","Tswana",0.666666666666667
"Muscogee","Tswana",0.8
"Cherokee","Tswana",0.733333333333333
"Navajo","Tswana",0.533333333333333
"Haitian","Tswana",0.666666666666667
"Aymara","Tswana",0.666666666666667
"Guarani","Tswana",0.666666666666667
"Herero","Ndonga",0.6
"Zulu","Ndonga",0.6
"Tswana","Ndonga",0.6
"Ndonga","Ndonga",0
"Swati","Ndonga",0.4
"Tsonga","Ndonga",0.6
"Venda","Ndonga",0.6
"Kongo","Ndonga",0.466666666666667
"Kikuyu","Ndonga",0.6
"Luganda","Ndonga",0.6
"Kinyarwanda","Ndonga",0.6
"Kirundi","Ndonga",0.8
"Igbo","Ndonga",0.6
"Bambara","Ndonga",0.533333333333333
"Amharic","Ndonga",0.6
"Kanuri","Ndonga",0.666666666666667
"Wolof","Ndonga",0.533333333333333
"Egyptian Arabic","Ndonga",0.8
"Kabyle","Ndonga",0.733333333333333
"Neapolitan","Ndonga",0.8
"Spanish","Ndonga",0.733333333333333
"English","Ndonga",0.8
"French","Ndonga",0.8
"Dutch","Ndonga",0.8
"Icelandic","Ndonga",0.733333333333333
"Irish","Ndonga",0.666666666666667
"Serbian","Ndonga",0.8
"Russian","Ndonga",0.866666666666667
"Bashkir","Ndonga",0.866666666666667
"Chuvash","Ndonga",0.866666666666667
"Erzya","Ndonga",0.8
"Estonian","Ndonga",0.666666666666667
"Gagauz","Ndonga",0.866666666666667
"Latvian","Ndonga",0.733333333333333
"Vepsian","Ndonga",0.6
"Czech","Ndonga",0.8
"Bulgarian","Ndonga",0.8
"Lithuanian","Ndonga",0.8
"Kalmyk","Ndonga",0.666666666666667
"Armenian","Ndonga",0.6
"Kurdish (Sorani)","Ndonga",0.6
"Abkhazian","Ndonga",0.733333333333333
"Turkish","Ndonga",0.8
"Hebrew","Ndonga",0.666666666666667
"Eastern Punjabi","Ndonga",0.666666666666667
"Kazakh","Ndonga",0.666666666666667
"Sakha","Ndonga",0.6
"Korean","Ndonga",0.733333333333333
"Nuosu","Ndonga",0.8
"Japanese","Ndonga",0.866666666666667
"Tibetan","Ndonga",0.8
"Bengali","Ndonga",0.8
"Kashmiri","Ndonga",0.733333333333333
"Telugu","Ndonga",0.733333333333333
"Tamil","Ndonga",0.733333333333333
"Malayalam","Ndonga",0.666666666666667
"Burmese","Ndonga",0.8
"Vietnamese","Ndonga",0.533333333333333
"Khmer","Ndonga",0.733333333333333
"Malay","Ndonga",0.666666666666667
"Thai","Ndonga",0.8
"Cebuano","Ndonga",0.6
"Banyumasan","Ndonga",0.666666666666667
"Minangkabau","Ndonga",0.533333333333333
"Chamorro","Ndonga",0.733333333333333
"Samoan","Ndonga",0.866666666666667
"Tongan","Ndonga",0.666666666666667
"Maori","Ndonga",0.8
"Hawaiian","Ndonga",0.733333333333333
"Cheyenne","Ndonga",0.733333333333333
"Choctaw","Ndonga",0.666666666666667
"Muscogee","Ndonga",0.733333333333333
"Cherokee","Ndonga",0.733333333333333
"Navajo","Ndonga",0.6
"Haitian","Ndonga",0.8
"Aymara","Ndonga",0.666666666666667
"Guarani","Ndonga",0.6
"Herero","Swati",0.466666666666667
"Zulu","Swati",0.4
"Tswana","Swati",0.4
"Ndonga","Swati",0.4
"Swati","Swati",0
"Tsonga","Swati",0.4
"Venda","Swati",0.466666666666667
"Kongo","Swati",0.466666666666667
"Kikuyu","Swati",0.4
"Luganda","Swati",0.466666666666667
"Kinyarwanda","Swati",0.533333333333333
"Kirundi","Swati",0.733333333333333
"Igbo","Swati",0.533333333333333
"Bambara","Swati",0.666666666666667
"Amharic","Swati",0.6
"Kanuri","Swati",0.6
"Wolof","Swati",0.533333333333333
"Egyptian Arabic","Swati",0.866666666666667
"Kabyle","Swati",0.666666666666667
"Neapolitan","Swati",0.866666666666667
"Spanish","Swati",0.733333333333333
"English","Swati",0.8
"French","Swati",0.866666666666667
"Dutch","Swati",0.933333333333333
"Icelandic","Swati",0.733333333333333
"Irish","Swati",0.733333333333333
"Serbian","Swati",0.8
"Russian","Swati",0.866666666666667
"Bashkir","Swati",0.866666666666667
"Chuvash","Swati",0.866666666666667
"Erzya","Swati",0.8
"Estonian","Swati",0.666666666666667
"Gagauz","Swati",0.8
"Latvian","Swati",0.733333333333333
"Vepsian","Swati",0.666666666666667
"Czech","Swati",0.8
"Bulgarian","Swati",0.866666666666667
"Lithuanian","Swati",0.866666666666667
"Kalmyk","Swati",0.533333333333333
"Armenian","Swati",0.6
"Kurdish (Sorani)","Swati",0.733333333333333
"Abkhazian","Swati",0.6
"Turkish","Swati",0.733333333333333
"Hebrew","Swati",0.8
"Eastern Punjabi","Swati",0.8
"Kazakh","Swati",0.6
"Sakha","Swati",0.733333333333333
"Korean","Swati",0.8
"Nuosu","Swati",0.8
"Japanese","Swati",0.866666666666667
"Tibetan","Swati",0.8
"Bengali","Swati",0.933333333333333
"Kashmiri","Swati",0.8
"Telugu","Swati",0.8
"Tamil","Swati",0.733333333333333
"Malayalam","Swati",0.8
"Burmese","Swati",0.8
"Vietnamese","Swati",0.733333333333333
"Khmer","Swati",0.866666666666667
"Malay","Swati",0.733333333333333
"Thai","Swati",0.866666666666667
"Cebuano","Swati",0.733333333333333
"Banyumasan","Swati",0.666666666666667
"Minangkabau","Swati",0.8
"Chamorro","Swati",0.866666666666667
"Samoan","Swati",0.866666666666667
"Tongan","Swati",0.733333333333333
"Maori","Swati",0.933333333333333
"Hawaiian","Swati",0.933333333333333
"Cheyenne","Swati",0.6
"Choctaw","Swati",0.666666666666667
"Muscogee","Swati",0.733333333333333
"Cherokee","Swati",0.6
"Navajo","Swati",0.533333333333333
"Haitian","Swati",0.8
"Aymara","Swati",0.733333333333333
"Guarani","Swati",0.6
"Herero","Tsonga",0.666666666666667
"Zulu","Tsonga",0.4
"Tswana","Tsonga",0.6
"Ndonga","Tsonga",0.6
"Swati","Tsonga",0.4
"Tsonga","Tsonga",0
"Venda","Tsonga",0.666666666666667
"Kongo","Tsonga",0.333333333333333
"Kikuyu","Tsonga",0.6
"Luganda","Tsonga",0.4
"Kinyarwanda","Tsonga",0.4
"Kirundi","Tsonga",0.6
"Igbo","Tsonga",0.533333333333333
"Bambara","Tsonga",0.6
"Amharic","Tsonga",0.6
"Kanuri","Tsonga",0.666666666666667
"Wolof","Tsonga",0.533333333333333
"Egyptian Arabic","Tsonga",0.866666666666667
"Kabyle","Tsonga",0.733333333333333
"Neapolitan","Tsonga",0.733333333333333
"Spanish","Tsonga",0.666666666666667
"English","Tsonga",0.6
"French","Tsonga",0.733333333333333
"Dutch","Tsonga",0.8
"Icelandic","Tsonga",0.4
"Irish","Tsonga",0.8
"Serbian","Tsonga",0.8
"Russian","Tsonga",0.933333333333333
"Bashkir","Tsonga",0.666666666666667
"Chuvash","Tsonga",0.733333333333333
"Erzya","Tsonga",0.666666666666667
"Estonian","Tsonga",0.6
"Gagauz","Tsonga",0.8
"Latvian","Tsonga",0.666666666666667
"Vepsian","Tsonga",0.6
"Czech","Tsonga",0.8
"Bulgarian","Tsonga",0.733333333333333
"Lithuanian","Tsonga",0.733333333333333
"Kalmyk","Tsonga",0.733333333333333
"Armenian","Tsonga",0.666666666666667
"Kurdish (Sorani)","Tsonga",0.666666666666667
"Abkhazian","Tsonga",0.8
"Turkish","Tsonga",0.733333333333333
"Hebrew","Tsonga",0.666666666666667
"Eastern Punjabi","Tsonga",0.8
"Kazakh","Tsonga",0.8
"Sakha","Tsonga",0.466666666666667
"Korean","Tsonga",0.733333333333333
"Nuosu","Tsonga",0.733333333333333
"Japanese","Tsonga",0.733333333333333
"Tibetan","Tsonga",0.8
"Bengali","Tsonga",0.733333333333333
"Kashmiri","Tsonga",0.6
"Telugu","Tsonga",0.733333333333333
"Tamil","Tsonga",0.8
"Malayalam","Tsonga",0.6
"Burmese","Tsonga",0.533333333333333
"Vietnamese","Tsonga",0.666666666666667
"Khmer","Tsonga",0.8
"Malay","Tsonga",0.6
"Thai","Tsonga",0.6
"Cebuano","Tsonga",0.6
"Banyumasan","Tsonga",0.733333333333333
"Minangkabau","Tsonga",0.666666666666667
"Chamorro","Tsonga",0.6
"Samoan","Tsonga",0.6
"Tongan","Tsonga",0.533333333333333
"Maori","Tsonga",0.666666666666667
"Hawaiian","Tsonga",0.666666666666667
"Cheyenne","Tsonga",0.666666666666667
"Choctaw","Tsonga",0.533333333333333
"Muscogee","Tsonga",0.533333333333333
"Cherokee","Tsonga",0.333333333333333
"Navajo","Tsonga",0.666666666666667
"Haitian","Tsonga",0.8
"Aymara","Tsonga",0.666666666666667
"Guarani","Tsonga",0.733333333333333
"Herero","Venda",0.733333333333333
"Zulu","Venda",0.6
"Tswana","Venda",0.466666666666667
"Ndonga","Venda",0.6
"Swati","Venda",0.466666666666667
"Tsonga","Venda",0.666666666666667
"Venda","Venda",0
"Kongo","Venda",0.733333333333333
"Kikuyu","Venda",0.4
"Luganda","Venda",0.733333333333333
"Kinyarwanda","Venda",0.6
"Kirundi","Venda",0.733333333333333
"Igbo","Venda",0.6
"Bambara","Venda",0.666666666666667
"Amharic","Venda",0.733333333333333
"Kanuri","Venda",0.8
"Wolof","Venda",0.6
"Egyptian Arabic","Venda",0.933333333333333
"Kabyle","Venda",0.733333333333333
"Neapolitan","Venda",0.866666666666667
"Spanish","Venda",0.8
"English","Venda",0.8
"French","Venda",0.866666666666667
"Dutch","Venda",0.933333333333333
"Icelandic","Venda",0.733333333333333
"Irish","Venda",0.8
"Serbian","Venda",0.733333333333333
"Russian","Venda",0.866666666666667
"Bashkir","Venda",0.933333333333333
"Chuvash","Venda",0.8
"Erzya","Venda",0.8
"Estonian","Venda",0.866666666666667
"Gagauz","Venda",0.733333333333333
"Latvian","Venda",0.933333333333333
"Vepsian","Venda",0.666666666666667
"Czech","Venda",0.8
"Bulgarian","Venda",0.8
"Lithuanian","Venda",0.8
"Kalmyk","Venda",0.666666666666667
"Armenian","Venda",0.6
"Kurdish (Sorani)","Venda",0.666666666666667
