"Var1","Var2","value"
"Herero","Herero",0
"Zulu","Herero",0.447272727272727
"Tswana","Herero",0.623636363636364
"Ndonga","Herero",0.610909090909091
"Swati","Herero",0.396363636363636
"Tsonga","Herero",0.610909090909091
"Venda","Herero",0.609090909090909
"Kongo","Herero",0.772727272727272
"Kikuyu","Herero",0.669090909090909
"Luganda","Herero",0.427272727272727
"Kinyarwanda","Herero",0.463636363636364
"Kirundi","Herero",0.42
"Igbo","Herero",0.721818181818181
"Bambara","Herero",0.698181818181818
"Amharic","Herero",0.692727272727273
"Kanuri","Herero",0.607272727272727
"Wolof","Herero",0.663636363636363
"Egyptian Arabic","Herero",0.743636363636363
"Kabyle","Herero",0.727272727272727
"Neapolitan","Herero",0.870909090909091
"Spanish","Herero",0.88
"English","Herero",0.874545454545455
"French","Herero",0.861818181818182
"Dutch","Herero",0.889090909090908
"Icelandic","Herero",0.841818181818182
"Irish","Herero",0.749090909090909
"Serbian","Herero",0.883636363636363
"Russian","Herero",0.830909090909091
"Bashkir","Herero",0.792727272727272
"Chuvash","Herero",0.721818181818182
"Erzya","Herero",0.812727272727272
"Estonian","Herero",0.769090909090909
"Gagauz","Herero",0.805454545454545
"Latvian","Herero",0.78
"Vepsian","Herero",0.789090909090909
"Czech","Herero",0.758181818181818
"Bulgarian","Herero",0.730909090909091
"Lithuanian","Herero",0.763636363636363
"Kalmyk","Herero",0.654545454545455
"Armenian","Herero",0.725454545454545
"Kurdish (Sorani)","Herero",0.76
"Abkhazian","Herero",0.738181818181818
"Turkish","Herero",0.743636363636363
"Hebrew","Herero",0.672727272727273
"Eastern Punjabi","Herero",0.723636363636363
"Kazakh","Herero",0.712727272727272
"Sakha","Herero",0.732727272727272
"Korean","Herero",0.921818181818181
"Nuosu","Herero",0.745454545454545
"Japanese","Herero",0.796363636363636
"Tibetan","Herero",0.749090909090909
"Bengali","Herero",0.863636363636363
"Kashmiri","Herero",0.870909090909091
"Telugu","Herero",0.76
"Tamil","Herero",0.723636363636364
"Malayalam","Herero",0.863636363636363
"Burmese","Herero",0.841818181818181
"Vietnamese","Herero",0.96
"Khmer","Herero",0.849090909090909
"Malay","Herero",0.841818181818181
"Thai","Herero",0.863636363636363
"Cebuano","Herero",0.852727272727273
"Banyumasan","Herero",0.727272727272727
"Minangkabau","Herero",0.823636363636363
"Chamorro","Herero",0.821818181818181
"Samoan","Herero",0.849090909090909
"Tongan","Herero",0.829090909090909
"Maori","Herero",0.758181818181818
"Hawaiian","Herero",0.889090909090909
"Inupiak","Herero",0.672727272727273
"Cheyenne","Herero",0.476363636363637
"Choctaw","Herero",0.605454545454545
"Muscogee","Herero",0.669090909090909
"Cherokee","Herero",0.730909090909091
"Navajo","Herero",0.547272727272727
"Haitian","Herero",0.750909090909091
"Aymara","Herero",0.681818181818182
"Guarani","Herero",0.745454545454545
"Herero","Zulu",0.447272727272727
"Zulu","Zulu",0
"Tswana","Zulu",0.509090909090909
"Ndonga","Zulu",0.441818181818182
"Swati","Zulu",0.276363636363636
"Tsonga","Zulu",0.5
"Venda","Zulu",0.503636363636364
"Kongo","Zulu",0.678181818181818
"Kikuyu","Zulu",0.64
"Luganda","Zulu",0.309090909090909
"Kinyarwanda","Zulu",0.247272727272727
"Kirundi","Zulu",0.24
"Igbo","Zulu",0.592727272727273
"Bambara","Zulu",0.685454545454545
"Amharic","Zulu",0.569090909090909
"Kanuri","Zulu",0.514545454545454
"Wolof","Zulu",0.532727272727273
"Egyptian Arabic","Zulu",0.743636363636363
"Kabyle","Zulu",0.747272727272727
"Neapolitan","Zulu",0.856363636363636
"Spanish","Zulu",0.869090909090909
"English","Zulu",0.870909090909091
"French","Zulu",0.863636363636363
"Dutch","Zulu",0.878181818181818
"Icelandic","Zulu",0.814545454545454
"Irish","Zulu",0.549090909090909
"Serbian","Zulu",0.876363636363637
"Russian","Zulu",0.750909090909091
"Bashkir","Zulu",0.776363636363636
"Chuvash","Zulu",0.630909090909091
"Erzya","Zulu",0.801818181818181
"Estonian","Zulu",0.574545454545455
"Gagauz","Zulu",0.690909090909091
"Latvian","Zulu",0.690909090909091
"Vepsian","Zulu",0.796363636363636
"Czech","Zulu",0.729090909090909
"Bulgarian","Zulu",0.752727272727272
"Lithuanian","Zulu",0.729090909090909
"Kalmyk","Zulu",0.636363636363636
"Armenian","Zulu",0.730909090909091
"Kurdish (Sorani)","Zulu",0.767272727272727
"Abkhazian","Zulu",0.552727272727273
"Turkish","Zulu",0.68
"Hebrew","Zulu",0.761818181818182
"Eastern Punjabi","Zulu",0.803636363636363
"Kazakh","Zulu",0.7
"Sakha","Zulu",0.747272727272727
"Korean","Zulu",0.838181818181818
"Nuosu","Zulu",0.767272727272727
"Japanese","Zulu",0.707272727272727
"Tibetan","Zulu",0.758181818181818
"Bengali","Zulu",0.861818181818182
"Kashmiri","Zulu",0.794545454545455
"Telugu","Zulu",0.667272727272727
"Tamil","Zulu",0.654545454545455
"Malayalam","Zulu",0.770909090909091
"Burmese","Zulu",0.750909090909091
"Vietnamese","Zulu",0.874545454545454
"Khmer","Zulu",0.754545454545454
"Malay","Zulu",0.736363636363636
"Thai","Zulu",0.774545454545454
"Cebuano","Zulu",0.745454545454545
"Banyumasan","Zulu",0.66
"Minangkabau","Zulu",0.734545454545454
"Chamorro","Zulu",0.754545454545454
"Samoan","Zulu",0.770909090909091
"Tongan","Zulu",0.721818181818181
"Maori","Zulu",0.645454545454545
"Hawaiian","Zulu",0.790909090909091
"Inupiak","Zulu",0.667272727272727
"Cheyenne","Zulu",0.576363636363637
"Choctaw","Zulu",0.510909090909091
"Muscogee","Zulu",0.64
"Cherokee","Zulu",0.74
"Navajo","Zulu",0.56
"Haitian","Zulu",0.647272727272727
"Aymara","Zulu",0.592727272727273
"Guarani","Zulu",0.638181818181818
"Herero","Tswana",0.623636363636364
"Zulu","Tswana",0.509090909090909
"Tswana","Tswana",0
"Ndonga","Tswana",0.421818181818182
"Swati","Tswana",0.465454545454545
"Tsonga","Tswana",0.409090909090909
"Venda","Tswana",0.374545454545455
"Kongo","Tswana",0.672727272727273
"Kikuyu","Tswana",0.629090909090909
"Luganda","Tswana",0.496363636363636
"Kinyarwanda","Tswana",0.510909090909091
"Kirundi","Tswana",0.518181818181818
"Igbo","Tswana",0.605454545454545
"Bambara","Tswana",0.569090909090909
"Amharic","Tswana",0.456363636363636
"Kanuri","Tswana",0.229090909090909
"Wolof","Tswana",0.449090909090909
"Egyptian Arabic","Tswana",0.718181818181818
"Kabyle","Tswana",0.729090909090909
"Neapolitan","Tswana",0.756363636363636
"Spanish","Tswana",0.852727272727273
"English","Tswana",0.785454545454546
"French","Tswana",0.852727272727272
"Dutch","Tswana",0.852727272727272
"Icelandic","Tswana",0.814545454545454
"Irish","Tswana",0.641818181818182
"Serbian","Tswana",0.778181818181818
"Russian","Tswana",0.750909090909091
"Bashkir","Tswana",0.778181818181818
"Chuvash","Tswana",0.605454545454545
"Erzya","Tswana",0.763636363636363
"Estonian","Tswana",0.632727272727273
"Gagauz","Tswana",0.712727272727272
"Latvian","Tswana",0.765454545454545
"Vepsian","Tswana",0.78
"Czech","Tswana",0.736363636363636
"Bulgarian","Tswana",0.649090909090909
"Lithuanian","Tswana",0.710909090909091
"Kalmyk","Tswana",0.641818181818182
"Armenian","Tswana",0.718181818181818
"Kurdish (Sorani)","Tswana",0.756363636363636
"Abkhazian","Tswana",0.527272727272727
"Turkish","Tswana",0.669090909090909
"Hebrew","Tswana",0.752727272727272
"Eastern Punjabi","Tswana",0.707272727272727
"Kazakh","Tswana",0.678181818181818
"Sakha","Tswana",0.832727272727272
"Korean","Tswana",0.821818181818182
"Nuosu","Tswana",0.721818181818181
"Japanese","Tswana",0.598181818181818
"Tibetan","Tswana",0.743636363636363
"Bengali","Tswana",0.749090909090909
"Kashmiri","Tswana",0.765454545454545
"Telugu","Tswana",0.661818181818182
"Tamil","Tswana",0.62
"Malayalam","Tswana",0.749090909090909
"Burmese","Tswana",0.730909090909091
"Vietnamese","Tswana",0.878181818181818
"Khmer","Tswana",0.741818181818181
"Malay","Tswana",0.727272727272727
"Thai","Tswana",0.770909090909091
"Cebuano","Tswana",0.765454545454545
"Banyumasan","Tswana",0.547272727272727
"Minangkabau","Tswana",0.727272727272727
"Chamorro","Tswana",0.72
"Samoan","Tswana",0.767272727272727
"Tongan","Tswana",0.707272727272727
"Maori","Tswana",0.649090909090909
"Hawaiian","Tswana",0.772727272727272
"Inupiak","Tswana",0.667272727272727
