"Var1","Var2","value"
"Herero","Herero",0
"Zulu","Herero",0.568461538461539
"Tswana","Herero",0.679230769230769
"Ndonga","Herero",0.606923076923077
"Swati","Herero",0.541538461538462
"Tsonga","Herero",0.599230769230769
"Venda","Herero",0.554615384615385
"Kongo","Herero",0.661538461538462
"Kikuyu","Herero",0.585384615384616
"Luganda","Herero",0.488461538461538
"Kinyarwanda","Herero",0.532307692307692
"Kirundi","Herero",0.516153846153846
"Igbo","Herero",0.578461538461539
"Bambara","Herero",0.586153846153846
"Amharic","Herero",0.600769230769231
"Kanuri","Herero",0.639230769230769
"Wolof","Herero",0.616923076923077
"Egyptian Arabic","Herero",0.776153846153846
"Kabyle","Herero",0.702307692307692
"Neapolitan","Herero",0.790769230769231
"Spanish","Herero",0.8
"English","Herero",0.793076923076923
"French","Herero",0.786923076923077
"Dutch","Herero",0.76076923076923
"Icelandic","Herero",0.708461538461538
"Irish","Herero",0.733846153846154
"Serbian","Herero",0.758461538461538
"Russian","Herero",0.773076923076923
"Bashkir","Herero",0.751538461538462
"Chuvash","Herero",0.707692307692308
"Erzya","Herero",0.755384615384615
"Estonian","Herero",0.784615384615385
"Gagauz","Herero",0.631538461538461
"Latvian","Herero",0.750769230769231
"Vepsian","Herero",0.623846153846154
"Czech","Herero",0.740769230769231
"Bulgarian","Herero",0.685384615384615
"Lithuanian","Herero",0.746153846153846
"Kalmyk","Herero",0.653076923076923
"Armenian","Herero",0.647692307692308
"Kurdish (Sorani)","Herero",0.660769230769231
"Abkhazian","Herero",0.690769230769231
"Turkish","Herero",0.775384615384615
"Hebrew","Herero",0.630769230769231
"Eastern Punjabi","Herero",0.719230769230769
"Kazakh","Herero",0.608461538461538
"Sakha","Herero",0.647692307692308
"Korean","Herero",0.697692307692308
"Nuosu","Herero",0.578461538461539
"Japanese","Herero",0.76
"Tibetan","Herero",0.716923076923077
"Bengali","Herero",0.788461538461538
"Kashmiri","Herero",0.79
"Telugu","Herero",0.758461538461538
