society_id,society_name,society_xd_id,language_glottocode,language_name,language_family,variable_id,code,code_label,focal_year,sub_case,comment
Ad29,Hadimu,xd97,pemb1239,Pemba,Atlantic-Congo,DistToCoast_km,0.046161698,,2015,,
If7,Gilbert Onotoa,xd838,nuii1237,Nui,Austronesian,DistToCoast_km,0.046405053,,2015,,
SCCS104,Māori,xd891,maor1246,Maori,Austronesian,DistToCoast_km,0.047735958,,2015,,
B384,Iglulik Inuit,xd1025,west2618,Western Canadian Inuktitut,Eskimo-Aleut,DistToCoast_km,0.071644105,,2015,,
SCCS116,Koreans,xd638,kore1280,Korean,Koreanic,DistToCoast_km,0.075032444,,2015,,
Ie14,Miriam,xd790,meri1244,Meriam,Eastern Trans-Fly,DistToCoast_km,0.096488433,,2015,,
If17,Marshallese,xd832,rata1243,Ratak,Austronesian,DistToCoast_km,0.102112618,,2015,,
SCCS108,Marshallese,xd832,rata1243,Ratak,Austronesian,DistToCoast_km,0.102112618,,2015,,
Sc10,Lokono,xd1336,araw1276,Lokono,Arawakan,DistToCoast_km,0.135133442,,2015,,
If12,Bikinians,xd827,rali1241,Rälik,Austronesian,DistToCoast_km,0.138274672,,2015,,
Ii13,Uveans,xd879,wall1257,East Uvean,Austronesian,DistToCoast_km,0.141520576,,2015,,
Ij7,Mangarevans,xd896,mang1401,Mangareva,Austronesian,DistToCoast_km,0.161182049,,2015,,
Ei7,Karen,xd713,pwow1235,Pwo Western Karen,Sino-Tibetan,DistToCoast_km,0.165044958,,2015,,
If9,Ulithians,xd840,ulit1238,Ulithian,Austronesian,DistToCoast_km,0.226026513,,2015,,
Ig13,Aua,xd845,wuvu1239,Wuvulu-Aua,Austronesian,DistToCoast_km,0.236520587,,2015,,
B52,Chono,xd922,chon1248,Chono,,DistToCoast_km,0.243838367,,2015,,
B388,Tasiilaq,xd1040,tunu1234,Tunumiisiut,Eskimo-Aleut,DistToCoast_km,0.246408668,,2015,,
If2,Trukese,xd833,chuu1238,Chuukese,Austronesian,DistToCoast_km,0.294760452,,2015,,
SCCS109,Trukese,xd833,chuu1238,Chuukese,Austronesian,DistToCoast_km,0.294760452,,2015,,
If10,Nomoians,xd825,mort1237,Mortlockese,Austronesian,DistToCoast_km,0.319495527,,2015,,
Ig17,Kombe,xd849,mudu1242,Muduapa,Austronesian,DistToCoast_km,0.323648118,,2015,,
B6,Jarawa,xd903,jara1245,Jarawa (India),Jarawa-Onge,DistToCoast_km,0.325183147,,2015,,
Ia13,Badjau Tawi-Tawi,xd736,sout2918,Southern Sama,Austronesian,DistToCoast_km,0.356665998,,2015,,
If4,Ifaluk,xd835,nucl1479,Nuclear Woleaian,Austronesian,DistToCoast_km,0.358138398,,2015,,
SCCS86,Badjau Tawi-Tawi,xd736,sout2918,Southern Sama,Austronesian,DistToCoast_km,0.362022156,,2015,,
Ii7,Kapingamarangi,xd886,kapi1249,Kapingamarangi,Austronesian,DistToCoast_km,0.374821165,,2015,,
Ia7,Tagbanua,xd747,tagb1258,Tagbanwa,Austronesian,DistToCoast_km,0.376403738,,2015,,
B103,Kaiadilt,xd952,kaya1319,Kayardild,Tangkic,DistToCoast_km,0.438704313,,2015,,
Ij5,Raroians,xd894,tuam1242,Tuamotuan,Austronesian,DistToCoast_km,0.454569832,,2015,,
Ed13,Ishigakians,xd640,yaey1239,Yaeyama,Japonic,DistToCoast_km,0.466640386,,2015,,
Ii4,Ellice,xd883,tuva1244,Tuvalu,Austronesian,DistToCoast_km,0.486375385,,2015,,
Ih1,Mota,xd862,mota1237,Mota,Austronesian,DistToCoast_km,0.535314011,,2015,,
Ij4,Manihikians,xd893,raka1237,Rakahanga-Manihiki,Austronesian,DistToCoast_km,0.542708365,,2015,,
B83,Larikia,xd938,lara1258,Laragia,,DistToCoast_km,0.55241066,,2015,,
SCCS111,Palauans,xd824,pala1344,Palauan,Austronesian,DistToCoast_km,0.575357057,,2015,,
Af21,Ijaw,xd199,kala1381,Kalabari,Ijoid,DistToCoast_km,0.580297645,,2015,,
SCCS98,Trobriands,xd852,kili1267,Kilivila,Austronesian,DistToCoast_km,0.602693497,,2015,,
WNAI11,Nuxalk,xd1106,bell1243,Bella Coola,Salishan,DistToCoast_km,0.603300535,,2015,,
B2,Palawan Batak,xd900,bata1301,Batak,Austronesian,DistToCoast_km,0.60461305,,2015,,
If16,Lamotrek,xd831,lamo1243,Lamotrek,Austronesian,DistToCoast_km,0.608425622,,2015,,
Nb11,Nuu chah nulth,xd1070,nuuc1236,Nuu-chah-nulth,Wakashan,DistToCoast_km,0.648708572,,2015,,
WNAI12,Nuu chah nulth,xd1070,nuuc1236,Nuu-chah-nulth,Wakashan,DistToCoast_km,0.648708572,,2015,,
Ia14,Tao,xd737,yami1254,Yami,Austronesian,DistToCoast_km,0.666581048,,2015,,
SCCS110,Yapese,xd837,yape1248,Yapese,Austronesian,DistToCoast_km,0.713533662,,2015,,
Sg5,Alacaluf,xd1387,qawa1238,Qawasqar,Kawesqar,DistToCoast_km,0.730387798,,2015,,
Ih10,Tannese,xd863,sout2869,Southwest Tanna,Austronesian,DistToCoast_km,0.743041751,,2015,,
